Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_aafinal,round_final,round_qual,round_teamfinal,round_teamqual
17.0,3.6,7.6,0.1,11.1,2023,106,14,True,False,False,False,False
31.0,3.8,7.233,0.0,11.033,2023,106,14,False,False,True,False,False
69.0,4.7,7.0,0.1,11.6,2022,681,44,False,False,True,False,False
35.0,4.7,7.533,0.0,12.233,2022,681,44,False,False,True,False,False
69.0,4.8,7.333,0.0,12.133,2023,681,44,False,False,True,False,False
57.0,4.8,6.466,0.1,11.166,2023,681,44,False,False,True,False,False
54.0,4.3,5.4,0.0,9.7,2022,317,31,False,False,True,False,False
48.0,4.3,4.3,0.0,8.6,2023,361,68,False,False,True,False,False
0.0,5.7,7.9,0.0,13.6,2022,169,87,False,False,True,False,False
0.0,5.7,8.25,0.0,13.95,2022,169,87,False,True,False,False,False
12.0,4.6,6.8,0.0,11.4,2023,169,87,True,False,False,False,False
17.0,5.6,6.65,0.0,12.25,2022,169,87,True,False,False,False,False
22.0,4.3,7.266,0.0,11.566,2023,19,68,False,False,True,False,False
24.0,4.3,4.833,0.0,9.133,2023,20,68,True,False,False,False,False
0.0,3.5,5.1,0.0,8.6,2023,334,47,False,False,False,False,True
38.0,4.5,4.433,0.0,8.933,2023,522,56,False,False,True,False,False
22.0,4.2,7.3,0.0,11.5,2023,493,31,False,False,True,False,False
25.0,4.8,6.367,0.0,11.167,2023,423,88,False,False,True,False,False
37.0,4.3,6.166,0.0,10.466,2023,423,88,False,False,True,False,False
17.0,4.9,7.2,0.0,12.1,2023,423,88,False,False,True,False,False
26.0,4.9,5.433,0.1,10.233,2023,423,88,False,False,True,False,False
19.0,5.2,6.7,0.0,11.9,2023,150,67,False,False,True,False,False
9.0,5.1,6.933,0.0,12.033,2023,150,67,True,False,False,False,False
13.0,4.8,7.4,0.0,12.2,2023,726,50,False,False,True,False,False
7.0,4.9,7.633,0.0,12.533,2023,726,50,True,False,False,False,False
22.0,4.1,3.95,0.0,8.05,2022,55,51,False,False,True,False,False
117.0,4.7,3.533,0.0,8.233,2022,55,51,False,False,True,False,False
151.0,4.5,4.966,0.0,9.466,2023,55,51,False,False,True,False,False
72.0,4.6,6.1,0.0,10.7,2023,55,51,False,False,True,False,False
120.0,4.6,6.6,0.0,11.2,2023,124,71,False,False,True,False,False
3.0,6.0,7.533,0.0,13.533,2022,589,11,True,False,False,False,False
8.0,6.0,6.733,0.0,12.733,2022,589,11,False,True,False,False,False
8.0,5.8,7.6,0.0,13.4,2022,589,11,False,False,True,False,False
0.0,5.8,7.033,0.0,12.833,2022,589,11,False,False,False,True,False
10.0,5.8,7.7,0.0,13.5,2023,589,11,True,False,False,False,False
3.0,6.0,8.3,0.0,14.3,2023,589,11,False,True,False,False,False
9.0,5.9,7.9,0.0,13.8,2023,589,11,False,False,True,False,False
0.0,5.7,7.533,0.1,13.133,2023,589,11,False,False,False,True,False
1.0,6.1,8.066,0.0,14.166,2023,589,11,False,True,False,False,False
2.0,5.8,7.766,0.0,13.566,2023,589,11,False,False,True,False,False
21.0,6.1,6.566,0.0,12.666,2022,65,46,False,False,True,False,False
24.0,5.3,7.9,0.0,13.2,2023,65,46,False,False,True,False,False
0.0,5.2,7.833,0.0,13.033,2023,65,46,False,False,False,True,False
33.0,4.3,5.4,0.0,9.7,2023,408,87,True,False,False,False,False
25.0,4.4,6.933,0.0,11.333,2023,510,29,False,False,True,False,False
25.0,4.3,7.366,0.0,11.666,2023,514,29,False,False,True,False,False
26.0,4.2,7.066,0.0,11.266,2023,514,29,False,False,True,False,False
0.0,3.7,4.7,0.0,8.4,2023,90,10,False,False,False,False,True
8.0,5.2,5.1,0.0,10.3,2022,639,31,False,True,False,False,False
5.0,5.2,7.3,0.0,12.5,2022,639,31,False,False,True,False,False
3.0,5.2,7.5,0.0,12.7,2022,639,73,True,False,False,False,False
16.0,5.3,6.65,0.0,11.95,2022,639,73,False,False,True,False,False
15.0,4.4,7.533,0.0,11.933,2023,192,88,False,False,True,False,False
15.0,4.8,7.333,0.0,12.133,2022,192,88,False,False,True,False,False
15.0,4.7,5.8,0.0,10.5,2022,192,88,False,False,True,False,False
21.0,4.7,6.1,0.0,10.8,2022,192,88,False,False,True,False,False
10.0,4.8,7.733,0.0,12.533,2023,192,88,False,False,True,False,False
91.0,5.2,6.666,0.0,11.866,2023,192,88,False,False,True,False,False
30.0,4.3,5.833,0.0,10.133,2023,192,88,False,False,True,False,False
8.0,5.0,6.066,0.0,11.066,2023,192,88,False,True,False,False,False
7.0,5.2,7.766,0.0,12.966,2023,192,88,False,False,True,False,False
31.0,5.0,6.033,0.0,11.033,2023,192,88,False,False,True,False,False
9.0,4.2,7.35,0.0,11.55,2023,702,89,False,False,True,False,False
0.0,3.7,5.033,0.0,8.733,2023,703,89,False,False,False,False,True
44.0,5.1,7.533,0.0,12.633,2023,658,21,False,False,True,False,False
11.0,4.6,8.066,0.0,12.666,2023,658,21,False,False,True,False,False
22.0,4.8,7.3,0.0,12.1,2023,658,21,False,False,True,False,False
5.0,5.9,8.166,0.0,14.066,2023,698,48,False,True,False,False,False
8.0,5.9,8.1,0.0,14.0,2023,698,48,False,False,True,False,False
0.0,5.7,8.066,0.0,13.766,2023,698,48,False,False,False,True,False
2.0,5.8,8.266,0.0,14.066,2023,698,48,False,True,False,False,False
4.0,5.5,7.633,0.0,13.133,2023,698,48,False,False,True,False,False
36.0,4.7,5.85,0.0,10.55,2022,43,31,False,False,True,False,False
25.0,4.4,6.033,0.0,10.433,2023,520,25,False,False,True,False,False
92.0,4.7,6.433,0.0,11.133,2022,678,20,False,False,True,False,False
52.0,4.5,7.266,0.0,11.766,2022,678,20,False,False,True,False,False
12.0,4.5,6.7,0.0,11.2,2022,678,20,True,False,False,False,False
30.0,4.0,6.2,0.1,10.1,2022,678,20,False,False,True,False,False
7.0,4.6,6.933,0.0,11.533,2022,175,39,False,False,True,False,False
8.0,4.4,6.733,0.0,11.133,2022,175,39,False,True,False,False,False
82.0,4.7,6.666,0.0,11.366,2022,175,39,False,False,True,False,False
77.0,4.6,6.533,0.0,11.133,2022,175,39,False,False,True,False,False
35.0,4.6,6.0,0.0,10.6,2022,608,31,False,False,True,False,False
31.0,4.2,6.4,0.0,10.6,2023,608,31,False,False,True,False,False
40.0,4.0,6.3,0.0,10.3,2022,640,31,False,False,True,False,False
19.0,5.1,6.55,0.0,11.65,2023,640,31,False,False,True,False,False
76.0,4.3,6.133,0.0,10.433,2023,6,80,False,False,True,False,False
55.0,5.1,7.3,0.0,12.4,2023,301,11,False,False,True,False,False
5.0,5.1,7.8,0.0,12.9,2023,301,11,True,False,False,False,False
12.0,5.1,7.5,0.0,12.6,2023,301,11,False,False,True,False,False
10.0,5.6,7.133,0.0,12.733,2022,46,70,True,False,False,False,False
34.0,5.7,6.8,0.0,12.5,2022,46,70,False,False,True,False,False
1.0,5.9,8.05,0.0,13.95,2022,46,70,False,True,False,False,False
1.0,5.9,8.0,0.0,13.9,2022,46,70,False,False,True,False,False
3.0,5.6,6.833,0.0,12.433,2023,46,70,False,True,False,False,False
2.0,5.6,7.333,0.0,12.933,2023,46,70,False,False,True,False,False
8.0,5.3,6.566,0.3,11.566,2022,46,70,False,True,False,False,False
1.0,5.6,7.933,0.0,13.533,2022,46,70,False,False,True,False,False
9.0,5.8,7.733,0.0,13.533,2023,46,70,True,False,False,False,False
33.0,5.6,7.266,0.0,12.866,2023,46,70,False,False,True,False,False
8.0,5.8,7.133,0.0,12.933,2023,46,70,True,False,False,False,False
9.0,5.3,7.5,0.0,12.8,2023,46,70,False,False,True,False,False
6.0,5.5,7.6,0.0,13.1,2022,670,87,True,False,False,False,False
0.0,4.9,7.067,0.0,11.967,2023,672,68,False,False,False,False,True
3.0,5.4,7.5,0.0,12.9,2022,178,86,False,True,False,False,False
1.0,5.5,7.933,0.0,13.433,2022,178,86,False,False,True,False,False
1.0,5.2,7.6,0.0,12.8,2022,178,86,False,False,True,False,False
3.0,4.9,7.266,0.0,12.166,2022,178,86,False,True,False,False,False
1.0,5.5,7.7,0.0,13.2,2022,178,86,False,True,False,False,False
1.0,5.5,7.8,0.0,13.3,2022,178,86,False,False,True,False,False
11.0,5.4,5.533,0.0,10.933,2022,178,86,False,False,True,False,False
97.0,4.9,6.166,0.0,11.066,2022,12,49,False,False,True,False,False
8.0,5.0,6.833,0.0,11.833,2023,12,49,False,True,False,False,False
10.0,5.0,7.567,0.0,12.567,2023,12,49,False,False,True,False,False
14.0,4.9,7.266,0.0,12.166,2022,12,49,False,False,True,False,False
10.0,4.9,6.666,0.0,11.566,2022,12,49,False,False,True,False,False
9.0,5.0,6.1,0.0,11.1,2022,12,49,False,False,True,False,False
5.0,4.8,7.4,0.0,12.2,2022,12,49,False,True,False,False,False
5.0,4.8,7.35,0.0,12.15,2022,12,49,False,False,True,False,False
16.0,5.0,6.966,0.0,11.966,2023,12,49,False,False,True,False,False
101.0,5.1,6.633,0.0,11.733,2023,12,49,False,False,True,False,False
9.0,5.1,7.6,0.0,12.7,2023,12,49,False,False,True,False,False
10.0,4.8,7.266,0.0,12.066,2023,12,49,False,False,True,False,False
10.0,4.8,7.9,0.0,12.7,2023,12,49,False,False,True,False,False
18.0,4.9,7.133,0.0,12.033,2023,12,49,False,False,True,False,False
10.0,4.9,7.033,0.0,11.933,2023,12,49,True,False,False,False,False
28.0,4.6,4.633,0.0,9.233,2023,239,59,False,False,True,False,False
25.0,4.2,6.7,0.0,10.9,2022,679,76,False,False,True,False,False
9.0,4.7,7.0,0.0,11.7,2022,679,76,False,False,True,False,False
36.0,4.1,6.1,0.0,10.2,2023,214,31,False,False,True,False,False
95.0,4.2,5.533,0.0,9.733,2023,144,22,False,False,True,False,False
52.0,4.3,5.45,0.0,9.75,2022,739,31,False,False,True,False,False
15.0,4.6,7.066,0.0,11.666,2023,511,5,False,False,True,False,False
16.0,3.8,6.85,0.0,10.65,2023,674,71,False,False,True,False,False
33.0,4.4,6.0,0.0,10.4,2023,674,71,False,False,True,False,False
42.0,4.3,5.033,0.0,9.333,2023,125,23,False,False,True,False,False
0.0,4.9,5.467,0.1,10.267,2023,126,23,False,False,False,False,True
39.0,5.1,7.6,0.0,12.7,2023,410,79,False,False,True,False,False
90.0,5.1,4.9,0.0,10.0,2023,410,79,False,False,True,False,False
57.0,4.3,7.333,0.0,11.633,2022,697,52,False,False,True,False,False
120.0,4.0,4.166,0.1,8.066,2023,697,52,False,False,True,False,False
1.0,6.4,8.033,0.0,14.433,2023,649,87,True,False,False,False,False
1.0,6.5,8.3,0.0,14.8,2023,649,87,False,True,False,False,False
1.0,6.3,8.266,0.0,14.566,2023,649,87,False,False,True,False,False
0.0,6.0,8.3,0.0,14.3,2023,649,87,False,False,False,True,False
1.0,6.5,8.3,0.0,14.8,2023,649,87,True,False,False,False,False
0.0,6.4,8.05,0.0,14.45,2023,649,87,False,False,True,False,False
0.0,6.5,8.35,0.0,14.85,2023,649,87,False,True,False,False,False
25.0,5.6,4.866,0.0,10.466,2023,149,85,False,False,True,False,False
4.0,5.6,7.4,0.0,13.0,2023,215,13,False,False,True,False,False
3.0,5.9,7.8,0.0,13.7,2023,215,13,False,True,False,False,False
4.0,5.8,7.633,0.0,13.433,2022,218,13,True,False,False,False,False
2.0,5.5,8.066,0.0,13.566,2022,218,13,False,True,False,False,False
9.0,5.5,7.766,0.0,13.266,2022,218,13,False,False,True,False,False
0.0,5.9,7.933,0.0,13.833,2022,218,13,False,False,False,True,False
18.0,5.5,7.433,0.0,12.933,2023,218,13,True,False,False,False,False
15.0,5.8,7.766,0.0,13.566,2023,218,13,False,False,True,False,False
5.0,6.2,7.1,0.0,13.3,2022,652,87,False,True,False,False,False
2.0,6.0,7.733,0.0,13.733,2022,652,87,False,False,True,False,False
0.0,6.0,7.266,0.0,13.266,2022,652,87,False,False,False,True,False
0.0,6.3,7.15,0.0,13.45,2022,652,87,False,False,True,False,False
0.0,5.8,7.15,0.0,12.95,2022,652,87,False,True,False,False,False
3.0,6.0,7.5,0.0,13.5,2022,652,87,True,False,False,False,False
92.0,6.0,5.866,0.0,11.866,2023,652,87,False,False,True,False,False
3.0,6.4,7.9,0.0,14.3,2023,652,87,True,False,False,False,False
0.0,6.1,7.95,0.0,14.05,2023,652,87,False,False,True,False,False
0.0,6.1,8.1,0.0,14.2,2023,652,87,False,True,False,False,False
1.0,5.9,7.6,0.1,13.4,2023,652,87,True,False,False,False,False
9.0,5.0,7.2,0.0,12.2,2023,439,16,True,False,False,False,False
7.0,5.2,7.066,0.1,12.166,2023,439,16,False,True,False,False,False
13.0,5.2,7.166,0.1,12.266,2023,439,16,False,False,True,False,False
122.0,4.1,7.066,0.0,11.166,2023,411,5,False,False,True,False,False
84.0,4.8,5.366,0.0,10.166,2023,411,5,False,False,True,False,False
19.0,4.5,6.2,0.1,10.6,2023,94,24,True,False,False,False,False
45.0,4.5,4.766,0.1,9.166,2023,94,24,False,False,True,False,False
0.0,4.2,5.333,0.1,9.433,2023,95,24,False,False,False,False,True
0.0,5.2,7.5,0.0,12.7,2022,153,87,False,False,True,False,False
0.0,5.1,7.25,0.0,12.35,2022,153,87,False,True,False,False,False
9.0,5.1,6.6,0.0,11.7,2023,153,87,True,False,False,False,False
24.0,4.9,5.7,0.0,10.6,2022,153,87,True,False,False,False,False
22.0,4.6,7.2,0.0,11.8,2023,153,87,True,False,False,False,False
0.0,4.8,7.7,0.0,12.5,2023,153,87,False,False,True,False,False
0.0,4.8,6.5,0.0,11.3,2023,153,87,False,True,False,False,False
12.0,4.9,7.15,0.0,12.05,2023,153,87,True,False,False,False,False
138.0,4.4,5.2,0.0,9.6,2022,210,57,False,False,True,False,False
12.0,4.4,6.466,0.0,10.866,2022,210,57,False,False,True,False,False
29.0,4.3,4.866,0.0,9.166,2023,210,57,False,False,True,False,False
105.0,4.4,5.1,0.0,9.5,2022,210,57,False,False,True,False,False
101.0,4.4,5.033,0.0,9.433,2023,210,57,False,False,True,False,False
145.0,4.2,4.3,0.0,8.5,2022,247,0,False,False,True,False,False
4.0,5.5,7.8,0.0,13.3,2022,483,30,False,True,False,False,False
4.0,5.7,7.966,0.0,13.666,2022,483,30,False,False,True,False,False
0.0,5.6,8.066,0.0,13.666,2022,483,30,False,False,False,True,False
6.0,5.8,7.05,0.0,12.85,2023,483,30,False,False,True,False,False
1.0,5.7,8.05,0.0,13.75,2023,483,30,False,True,False,False,False
12.0,5.5,7.5,0.0,13.0,2022,483,30,False,False,True,False,False
9.0,5.6,7.266,0.0,12.866,2022,483,30,False,False,False,True,False
19.0,5.8,7.6,0.0,13.4,2023,483,30,False,False,True,False,False
0.0,5.6,8.133,0.0,13.733,2023,483,30,False,False,False,True,False
2.0,5.8,8.066,0.0,13.866,2023,483,30,False,True,False,False,False
2.0,5.6,8.033,0.0,13.633,2023,483,30,False,False,True,False,False
17.0,5.5,6.866,0.0,12.366,2023,483,30,False,False,True,False,False
1.0,5.4,8.433,0.0,13.833,2023,483,30,False,False,True,False,False
1.0,5.4,8.167,0.0,13.567,2023,483,30,False,True,False,False,False
58.0,4.7,4.45,0.0,9.15,2022,300,31,False,False,True,False,False
19.0,5.2,6.533,0.0,11.733,2022,448,8,True,False,False,False,False
59.0,5.1,6.733,0.0,11.833,2022,448,8,False,False,True,False,False
33.0,4.1,6.55,0.0,10.65,2023,448,8,False,False,True,False,False
3.0,5.6,7.8,0.0,13.4,2023,448,8,True,False,False,False,False
58.0,5.2,5.933,0.0,11.133,2023,448,8,False,False,True,False,False
2.0,5.3,7.833,0.0,13.133,2023,448,8,False,True,False,False,False
3.0,5.4,7.9,0.0,13.3,2023,448,8,False,False,True,False,False
18.0,4.7,6.85,0.1,11.45,2022,222,31,False,False,True,False,False
20.0,4.7,6.8,0.0,11.5,2022,222,73,False,False,True,False,False
66.0,4.0,2.75,0.0,6.75,2022,71,31,False,False,True,False,False
45.0,4.0,6.05,0.0,10.05,2022,491,31,False,False,True,False,False
0.0,4.4,6.033,0.0,10.433,2023,700,62,False,False,False,False,True
123.0,4.2,6.966,0.0,11.166,2023,441,37,False,False,True,False,False
11.0,4.2,7.333,0.0,11.533,2023,441,37,True,False,False,False,False
27.0,4.3,7.0,0.0,11.3,2023,441,37,False,False,True,False,False
23.0,4.7,6.5,0.0,11.2,2022,596,4,True,False,False,False,False
42.0,4.7,7.566,0.0,12.266,2022,596,4,False,False,True,False,False
13.0,4.8,7.8,0.0,12.6,2023,596,4,False,False,True,False,False
17.0,4.9,7.933,0.0,12.833,2022,374,35,False,False,True,False,False
17.0,4.6,6.833,0.0,11.433,2023,77,4,False,False,True,False,False
17.0,4.6,5.6,0.1,10.1,2022,198,39,False,False,True,False,False
32.0,4.1,6.433,0.1,10.433,2023,297,28,False,False,True,False,False
96.0,4.6,6.466,0.0,11.066,2022,569,55,False,False,True,False,False
12.0,5.1,6.5,0.1,11.5,2022,569,55,False,False,True,False,False
125.0,4.7,6.533,0.1,11.133,2023,569,55,False,False,True,False,False
0.0,4.9,7.3,0.1,12.1,2023,569,55,False,False,False,False,True
1.0,5.0,7.75,0.1,12.65,2023,569,55,False,True,False,False,False
1.0,5.0,7.4,0.1,12.3,2023,569,55,False,False,True,False,False
29.0,4.7,6.6,0.1,11.2,2023,569,55,False,False,True,False,False
35.0,4.1,3.3,0.0,7.4,2023,606,19,False,False,True,False,False
11.0,5.2,7.433,0.0,12.633,2022,302,87,True,False,False,False,False
11.0,5.4,7.733,0.0,13.133,2022,302,87,False,False,True,False,False
0.0,5.4,7.5,0.1,12.8,2022,302,87,False,False,False,True,False
2.0,5.8,7.95,0.0,13.75,2023,302,87,False,True,False,False,False
2.0,5.4,8.0,0.0,13.4,2023,302,87,False,False,True,False,False
0.0,5.6,7.6,0.0,13.2,2022,302,87,False,False,True,False,False
0.0,5.8,7.5,0.0,13.3,2022,302,87,False,True,False,False,False
9.0,5.6,7.4,0.0,13.0,2023,302,87,True,False,False,False,False
0.0,5.7,6.45,0.0,12.15,2023,302,87,False,False,True,False,False
0.0,5.7,6.35,0.0,12.05,2023,302,87,False,True,False,False,False
46.0,4.8,7.3,0.0,12.1,2022,117,1,False,False,True,False,False
24.0,5.0,2.6,0.1,7.5,2022,396,28,True,False,False,False,False
15.0,5.7,7.266,0.0,12.966,2022,396,28,False,False,True,False,False
15.0,5.2,5.6,0.1,10.7,2023,396,28,False,False,True,False,False
13.0,5.4,6.9,0.1,12.2,2023,396,28,False,False,True,False,False
56.0,5.2,6.533,0.0,11.733,2022,396,28,False,False,True,False,False
20.0,5.1,6.833,0.0,11.933,2022,396,28,False,False,False,True,False
118.0,5.4,5.833,0.0,11.233,2023,396,28,False,False,True,False,False
14.0,5.1,7.533,0.1,12.533,2023,396,28,False,False,True,False,False
15.0,5.5,6.8,0.0,12.3,2023,396,28,True,False,False,False,False
36.0,5.5,6.3,0.0,11.8,2023,396,28,False,False,True,False,False
0.0,4.3,6.533,0.0,10.833,2023,142,14,False,False,False,False,True
34.0,4.5,6.433,0.0,10.933,2023,654,14,False,False,True,False,False
42.0,4.5,6.3,0.6,10.2,2022,154,31,False,False,True,False,False
16.0,5.1,7.6,0.0,12.7,2023,199,87,True,False,False,False,False
0.0,5.2,7.0,0.0,12.2,2023,199,87,False,False,True,False,False
0.0,5.2,7.2,0.0,12.4,2023,199,87,False,True,False,False,False
13.0,5.6,6.35,0.0,11.95,2023,199,87,True,False,False,False,False
44.0,5.1,6.366,0.0,11.466,2023,143,79,False,False,True,False,False
27.0,4.6,5.15,0.0,9.75,2022,712,12,False,False,True,False,False
11.0,4.6,7.2,0.0,11.8,2022,555,31,False,False,True,False,False
132.0,4.5,5.533,0.0,10.033,2022,156,38,False,False,True,False,False
20.0,4.6,7.033,0.0,11.633,2023,156,38,False,False,True,False,False
39.0,4.0,6.4,0.0,10.4,2023,156,38,False,False,True,False,False
12.0,4.6,7.766,0.0,12.366,2023,156,38,False,False,True,False,False
16.0,3.8,6.867,0.0,10.667,2023,156,38,False,False,True,False,False
9.0,4.6,7.633,0.0,12.233,2023,156,38,False,False,True,False,False
12.0,3.9,7.433,0.0,11.333,2022,157,38,False,False,True,False,False
25.0,4.5,6.766,0.0,11.266,2023,157,38,False,False,True,False,False
121.0,4.4,3.2,0.0,7.6,2023,260,20,False,False,True,False,False
5.0,5.4,7.6,0.0,13.0,2022,426,30,False,False,True,False,False
2.0,5.3,7.666,0.0,12.966,2022,426,30,False,True,False,False,False
53.0,5.0,7.4,0.0,12.4,2023,426,30,False,False,True,False,False
33.0,4.2,4.65,0.0,8.85,2023,133,27,False,False,True,False,False
0.0,3.5,5.4,0.0,8.9,2023,134,27,False,False,False,False,True
83.0,5.2,6.166,0.0,11.366,2022,325,87,False,False,True,False,False
0.0,5.4,7.933,0.0,13.333,2022,325,87,False,False,False,True,False
0.0,5.4,8.2,0.0,13.6,2022,325,87,False,False,True,False,False
0.0,5.4,8.05,0.0,13.45,2022,325,87,False,True,False,False,False
13.0,5.6,7.2,0.0,12.8,2023,325,87,True,False,False,False,False
0.0,5.2,7.8,0.0,13.0,2023,325,87,False,False,True,False,False
0.0,5.1,7.0,0.0,12.1,2023,325,87,False,True,False,False,False
2.0,5.4,8.066,0.0,13.466,2023,325,87,True,False,False,False,False
7.0,5.2,7.8,0.0,13.0,2023,325,87,False,False,True,False,False
30.0,4.7,5.8,0.0,10.5,2023,164,87,True,False,False,False,False
30.0,4.8,4.6,0.0,9.4,2023,164,87,True,False,False,False,False
19.0,4.2,7.466,0.0,11.666,2023,183,50,False,False,True,False,False
30.0,5.1,5.4,0.0,10.5,2023,551,87,True,False,False,False,False
27.0,5.1,5.3,0.0,10.4,2023,551,87,True,False,False,False,False
33.0,4.3,6.6,0.0,10.9,2023,554,88,False,False,True,False,False
25.0,4.3,7.033,0.0,11.333,2023,554,88,False,False,True,False,False
14.0,4.7,6.8,0.0,11.5,2023,677,57,False,False,True,False,False
133.0,5.1,4.933,0.1,9.933,2022,591,61,False,False,True,False,False
12.0,4.9,6.733,0.1,11.533,2022,591,61,False,False,True,False,False
56.0,5.2,7.166,0.0,12.366,2023,591,61,False,False,True,False,False
34.0,4.2,6.133,0.0,10.333,2023,420,71,False,False,True,False,False
20.0,4.8,5.45,0.1,10.15,2023,693,71,False,False,True,False,False
59.0,4.5,7.066,0.0,11.566,2022,449,66,False,False,True,False,False
94.0,4.8,7.033,0.0,11.833,2023,449,66,False,False,True,False,False
28.0,5.0,6.3,0.0,11.3,2023,449,66,False,False,True,False,False
66.0,4.9,6.033,0.0,10.933,2023,449,66,False,False,True,False,False
17.0,4.0,7.05,0.0,11.05,2023,347,16,False,False,True,False,False
44.0,5.1,7.533,0.0,12.633,2023,503,1,False,False,True,False,False
0.0,4.7,7.433,0.0,12.133,2023,503,1,False,False,False,True,False
0.0,4.6,6.667,0.0,11.267,2023,503,1,False,False,False,False,True
6.0,4.9,7.766,0.0,12.666,2023,503,1,True,False,False,False,False
23.0,4.9,6.566,0.0,11.466,2023,503,1,False,False,True,False,False
33.0,5.6,7.266,0.0,12.866,2023,109,39,False,False,True,False,False
73.0,5.3,5.433,0.1,10.633,2023,109,39,False,False,True,False,False
1.0,5.4,8.066,0.0,13.466,2023,109,39,False,True,False,False,False
2.0,5.4,7.4,0.0,12.8,2023,109,39,False,False,True,False,False
12.0,5.3,7.233,0.0,12.533,2022,28,46,True,False,False,False,False
45.0,5.3,6.833,0.0,12.133,2022,28,46,False,False,True,False,False
15.0,5.3,7.866,0.0,13.166,2023,28,46,True,False,False,False,False
48.0,5.2,7.333,0.0,12.533,2023,28,46,False,False,True,False,False
6.0,5.4,7.6,0.0,13.0,2023,28,46,True,False,False,False,False
5.0,5.5,7.8,0.0,13.3,2023,28,46,False,True,False,False,False
6.0,5.3,7.733,0.0,13.033,2023,28,46,False,False,True,False,False
3.0,5.4,8.1,0.0,13.5,2022,96,46,False,False,True,False,False
1.0,5.6,8.2,0.0,13.8,2022,96,46,False,False,False,True,False
1.0,5.5,7.933,0.0,13.433,2023,96,46,False,False,True,False,False
16.0,5.6,6.9,0.0,12.5,2023,96,46,False,False,True,False,False
77.0,5.3,6.766,0.0,12.066,2023,470,8,False,False,True,False,False
20.0,4.6,6.433,0.0,11.033,2023,470,8,False,False,True,False,False
9.0,5.4,6.567,0.0,11.967,2023,470,8,False,False,True,False,False
114.0,4.8,5.766,0.0,10.566,2022,532,71,False,False,True,False,False
5.0,4.5,7.0,0.0,11.5,2022,532,71,False,True,False,False,False
8.0,4.5,7.2,0.0,11.7,2022,532,92,False,False,True,False,False
22.0,4.1,6.5,0.0,10.6,2022,532,71,False,False,True,False,False
127.0,4.6,6.5,0.0,11.1,2023,532,71,False,False,True,False,False
11.0,4.7,6.7,0.0,11.4,2022,532,71,True,False,False,False,False
27.0,4.8,6.0,0.0,10.8,2022,532,71,False,False,True,False,False
33.0,3.8,6.533,0.0,10.333,2023,566,41,False,False,True,False,False
37.0,4.6,4.867,0.0,9.467,2023,579,41,False,False,True,False,False
15.0,4.6,6.8,0.0,11.4,2023,579,41,False,False,True,False,False
39.0,4.4,5.833,0.0,10.233,2023,579,41,False,False,True,False,False
0.0,5.2,7.1,0.0,12.3,2023,331,11,False,False,False,True,False
0.0,5.2,7.333,0.1,12.433,2023,331,11,False,False,False,False,True
5.0,5.1,7.55,0.0,12.65,2023,269,31,False,True,False,False,False
6.0,5.1,7.55,0.0,12.65,2023,269,31,False,False,True,False,False
