Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_AAfinal,round_TeamFinal,round_TeamQual,round_final,round_qual
2.0,5.5,8.733,0.0,14.233,2022,686,3,False,False,False,True,False
13.0,5.6,7.65,0.0,13.25,2022,686,3,False,False,False,False,True
25.0,4.3,8.25,0.0,12.55,2022,260,88,False,False,False,False,True
15.0,4.5,8.4,0.0,12.9,2023,260,88,False,False,False,False,True
47.0,4.0,6.1,0.0,10.1,2023,260,88,False,False,False,False,True
80.0,4.5,7.833,0.0,12.333,2023,260,88,False,False,False,False,True
57.0,4.4,7.1,0.0,11.5,2023,653,90,True,False,False,False,False
0.0,5.1,8.1,0.0,13.2,2023,661,90,False,False,False,False,True
8.0,5.1,7.0,0.0,12.1,2023,661,90,False,False,False,True,False
0.0,5.3,7.2,0.0,12.5,2022,661,90,False,False,False,False,True
0.0,5.8,7.7,0.0,13.5,2022,661,90,False,False,False,True,False
6.0,5.7,7.75,0.0,13.45,2023,661,90,True,False,False,False,False
6.0,5.1,8.3,0.0,13.4,2022,661,90,False,False,False,False,True
5.0,5.6,7.9,0.0,13.5,2022,661,90,False,False,False,True,False
20.0,5.4,7.3,0.0,12.7,2022,661,90,True,False,False,False,False
32.0,5.9,6.65,0.0,12.55,2023,661,90,True,False,False,False,False
0.0,5.7,8.15,0.0,13.85,2023,661,90,False,False,False,False,True
0.0,5.6,7.4,0.0,13.0,2023,661,90,False,False,False,True,False
20.0,4.5,8.1,0.0,12.6,2022,237,72,True,False,False,False,False
80.0,4.5,8.066,0.0,12.566,2022,237,72,False,False,False,False,True
52.0,4.2,8.633,0.0,12.833,2022,237,72,False,False,False,False,True
21.0,4.5,7.166,0.0,11.666,2023,237,72,True,False,False,False,False
93.0,4.1,8.0,0.0,12.1,2023,237,72,False,False,False,False,True
97.0,4.2,7.966,0.0,12.166,2022,590,72,False,False,False,False,True
69.0,4.2,8.3,0.0,12.5,2022,590,72,False,False,False,False,True
99.0,4.3,8.166,0.0,12.466,2023,590,72,False,False,False,False,True
31.0,4.6,8.433,0.0,13.033,2023,295,22,False,False,False,False,True
0.0,4.4,7.133,0.0,11.533,2023,546,24,False,False,True,False,False
36.0,5.7,7.7,0.0,13.4,2022,361,16,False,False,False,False,True
9.0,5.7,7.8,0.0,13.5,2022,362,16,True,False,False,False,False
114.0,4.1,7.733,0.0,11.833,2022,253,69,False,False,False,False,True
65.0,4.0,8.566,0.0,12.566,2022,253,69,False,False,False,False,True
33.0,4.2,7.6,0.0,11.8,2023,253,69,False,False,False,False,True
30.0,4.1,7.533,0.0,11.633,2023,253,69,False,False,False,False,True
97.0,4.3,7.633,0.0,11.933,2023,253,69,False,False,False,False,True
0.0,3.5,8.4,0.0,11.9,2023,272,14,False,False,True,False,False
27.0,4.8,7.166,0.0,11.966,2023,309,28,False,False,False,False,True
37.0,4.9,7.65,0.0,12.55,2023,309,28,False,False,False,False,True
39.0,3.9,7.133,0.0,11.033,2023,147,28,False,False,False,False,True
84.0,4.4,7.833,0.0,12.233,2023,147,28,False,False,False,False,True
13.0,4.2,8.35,0.0,12.55,2022,426,31,False,False,False,False,True
21.0,4.6,7.2,0.0,11.8,2023,255,31,False,False,False,False,True
6.0,4.6,7.833,0.0,12.433,2022,255,75,False,False,False,True,False
7.0,4.6,8.9,0.0,13.5,2022,255,75,False,False,False,False,True
131.0,4.5,6.8,0.0,11.3,2023,391,30,False,False,False,False,True
17.0,5.1,7.766,0.0,12.866,2022,427,45,True,False,False,False,False
107.0,4.8,7.2,0.0,12.0,2022,427,45,False,False,False,False,True
31.0,5.1,8.266,0.0,13.366,2022,427,45,False,False,False,False,True
59.0,5.3,7.833,0.0,13.133,2023,427,45,False,False,False,False,True
20.0,5.3,7.566,0.0,12.866,2023,427,45,True,False,False,False,False
11.0,5.3,8.1,0.0,13.4,2023,427,45,False,False,False,False,True
11.0,4.1,8.55,0.0,12.65,2022,453,3,False,False,False,False,True
58.0,4.3,8.366,0.0,12.666,2022,332,69,False,False,False,False,True
5.0,4.7,7.966,0.0,12.666,2022,354,31,False,False,False,True,False
4.0,4.7,8.85,0.0,13.55,2022,354,31,False,False,False,False,True
3.0,4.9,8.4,0.0,13.3,2023,354,31,False,False,False,True,False
8.0,4.7,8.35,0.0,13.05,2023,354,31,False,False,False,False,True
30.0,4.8,6.55,0.0,11.35,2022,354,94,False,False,False,False,True
14.0,3.6,8.75,0.0,12.35,2022,387,31,False,False,False,False,True
115.0,3.7,8.066,0.0,11.766,2022,484,20,False,False,False,False,True
89.0,3.8,8.333,0.0,12.133,2022,484,20,False,False,False,False,True
123.0,4.2,7.433,0.0,11.633,2023,484,20,False,False,False,False,True
92.0,4.0,8.1,0.0,12.1,2023,484,20,False,False,False,False,True
29.0,3.8,7.7,0.0,11.5,2022,484,20,False,False,False,False,True
96.0,3.9,8.3,0.0,12.2,2022,254,55,False,False,False,False,True
18.0,3.9,8.433,0.0,12.333,2022,254,55,False,False,False,False,True
78.0,3.9,8.4,0.0,12.3,2022,254,55,False,False,False,False,True
30.0,3.3,8.35,0.0,11.65,2022,254,55,False,False,False,False,True
95.0,4.1,8.4,0.0,12.5,2023,254,55,False,False,False,False,True
108.0,4.1,7.3,0.0,11.4,2023,254,55,False,False,False,False,True
14.0,4.8,7.75,0.0,12.55,2022,8,12,False,False,False,False,True
44.0,2.8,8.466,0.0,11.266,2023,513,58,False,False,False,False,True
25.0,3.1,6.933,0.0,10.033,2022,510,89,False,False,False,False,True
24.0,4.3,7.2,0.0,11.5,2022,510,89,False,False,False,False,True
21.0,3.9,5.766,0.0,9.666,2022,510,89,False,False,False,False,True
87.0,4.5,8.2,0.0,12.7,2023,510,89,False,False,False,False,True
36.0,4.6,8.366,0.0,12.966,2023,510,89,False,False,False,False,True
20.0,5.3,7.333,0.0,12.633,2023,389,49,True,False,False,False,False
7.0,5.4,7.3,0.0,12.7,2023,389,49,False,False,False,True,False
