Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_AAfinal,round_TeamFinal,round_TeamQual,round_final,round_qual
35.0,4.5,7.766,0.0,12.266,2023,632,35,False,False,False,False,True
39.0,4.5,7.0,0.0,11.5,2023,0,39,False,False,False,False,True
2.0,6.3,8.566,0.0,14.866,2022,18,48,False,False,False,True,False
8.0,6.3,8.066,0.0,14.366,2022,18,48,False,False,False,False,True
3.0,6.4,8.233,0.0,14.633,2023,18,48,False,False,False,True,False
4.0,6.4,8.5,0.0,14.9,2023,18,48,False,False,False,False,True
26.0,5.1,7.7,0.0,12.8,2023,18,48,False,False,False,False,True
8.0,5.5,6.3,0.0,11.8,2023,18,48,False,False,False,True,False
6.0,5.9,8.7,0.0,14.6,2023,18,48,False,False,False,False,True
16.0,5.6,8.066,0.0,13.666,2023,18,48,False,False,False,False,True
18.0,6.2,6.566,0.0,12.766,2023,18,48,False,False,False,False,True
9.0,4.1,7.7,0.0,11.8,2023,223,18,True,False,False,False,False
14.0,4.1,7.6,0.0,11.7,2023,223,18,False,False,False,False,True
36.0,3.0,6.1,0.0,9.1,2022,376,14,False,False,False,False,True
30.0,5.3,8.0,0.0,13.3,2022,498,26,False,False,False,False,True
40.0,4.6,5.766,0.0,10.366,2022,498,26,False,False,False,False,True
111.0,5.3,6.566,0.0,11.866,2023,498,26,False,False,False,False,True
24.0,5.3,7.4,0.0,12.7,2023,498,26,False,False,False,False,True
34.0,5.3,7.0,0.0,12.3,2023,498,26,False,False,False,False,True
26.0,5.6,6.15,0.0,11.75,2023,369,92,True,False,False,False,False
41.0,2.2,3.9,4.0,2.1,2022,664,7,False,False,False,False,True
42.0,4.2,6.133,0.0,10.333,2022,505,58,False,False,False,False,True
20.0,4.7,8.1,0.0,12.8,2023,505,58,False,False,False,False,True
38.0,4.7,8.133,0.0,12.833,2023,505,58,False,False,False,False,True
23.0,4.2,7.8,0.0,12.0,2022,505,58,False,False,False,False,True
138.0,3.4,4.133,3.0,4.533,2022,194,50,False,False,False,False,True
22.0,4.8,7.8,0.0,12.6,2023,194,50,False,False,False,False,True
21.0,4.5,6.5,0.0,11.0,2023,194,50,False,False,False,False,True
28.0,4.8,6.633,0.0,11.433,2023,194,50,False,False,False,False,True
3.0,5.1,7.633,0.0,12.733,2023,145,67,True,False,False,False,False
37.0,4.6,6.533,0.0,11.133,2023,145,67,False,False,False,False,True
132.0,3.4,6.1,0.0,9.5,2022,752,12,False,False,False,False,True
79.0,4.6,7.3,0.0,11.9,2022,752,12,False,False,False,False,True
13.0,4.5,7.55,0.0,12.05,2022,752,12,False,False,False,False,True
125.0,3.9,7.433,0.0,11.333,2023,752,12,False,False,False,False,True
126.0,4.5,5.966,0.0,10.466,2023,752,12,False,False,False,False,True
64.0,4.0,5.9,0.0,9.9,2023,646,92,True,False,False,False,False
6.0,5.0,8.533,0.0,13.533,2023,428,2,False,False,False,True,False
8.0,4.7,8.7,0.0,13.4,2023,428,2,False,False,False,False,True
0.0,4.7,6.9,0.0,11.6,2023,431,2,False,True,False,False,False
0.0,4.7,8.067,0.0,12.767,2023,431,2,False,False,True,False,False
23.0,4.3,7.9,0.0,12.2,2023,592,73,False,False,False,False,True
45.0,3.3,6.333,3.0,6.633,2023,306,89,False,False,False,False,True
100.0,3.5,7.366,0.0,10.866,2022,220,70,False,False,False,False,True
34.0,4.1,7.9,0.0,12.0,2023,196,60,False,False,False,False,True
123.0,4.2,6.166,0.0,10.366,2022,335,15,False,False,False,False,True
127.0,4.0,7.166,0.0,11.166,2023,335,15,False,False,False,False,True
12.0,4.3,7.966,0.0,12.266,2023,335,15,True,False,False,False,False
13.0,4.3,8.166,0.0,12.466,2023,335,15,False,False,False,False,True
31.0,4.0,6.266,0.0,10.266,2023,510,82,False,False,False,False,True
17.0,3.7,6.4,0.0,10.1,2023,510,82,True,False,False,False,False
0.0,5.4,6.667,0.0,12.067,2023,83,11,False,True,False,False,False
0.0,4.4,6.2,0.0,10.6,2023,83,11,False,False,True,False,False
74.0,2.8,7.7,4.0,6.5,2023,182,92,True,False,False,False,False
21.0,4.0,8.15,0.0,12.15,2023,182,92,True,False,False,False,False
100.0,3.6,8.166,0.0,11.766,2022,243,21,False,False,False,False,True
73.0,3.9,8.1,0.0,12.0,2022,243,21,False,False,False,False,True
38.0,4.3,8.266,0.0,12.566,2023,243,21,False,False,False,False,True
120.0,3.4,7.266,0.0,10.666,2023,243,21,False,False,False,False,True
12.0,3.9,8.65,0.0,12.55,2022,243,21,True,False,False,False,False
33.0,4.1,6.6,0.0,10.7,2022,243,21,False,False,False,False,True
22.0,3.8,6.85,0.0,10.65,2023,744,94,False,False,False,False,True
0.0,4.8,5.233,0.0,10.033,2023,745,94,False,False,True,False,False
21.0,4.9,7.266,0.0,12.166,2022,500,1,False,False,False,False,True
44.0,5.4,7.6,0.0,13.0,2022,217,90,False,False,False,False,True
21.0,5.8,7.2,0.0,13.0,2022,217,90,False,False,False,False,True
17.0,5.8,7.266,0.0,13.066,2022,217,90,False,False,False,False,True
15.0,5.4,8.033,0.0,13.433,2022,217,90,False,False,False,False,True
2.0,5.8,8.65,0.0,14.45,2022,217,90,False,False,False,True,False
3.0,5.8,8.25,0.0,14.05,2022,217,90,False,False,False,False,True
6.0,5.8,7.2,0.0,13.0,2023,217,90,False,False,False,True,False
2.0,5.8,8.15,0.0,13.95,2023,217,90,False,False,False,False,True
8.0,5.8,8.15,0.0,13.95,2023,217,90,False,False,False,False,True
8.0,5.8,7.6,0.0,13.4,2023,217,90,False,False,False,True,False
5.0,5.8,8.466,0.0,14.266,2022,217,90,False,False,False,True,False
7.0,5.8,8.5,0.0,14.3,2022,217,90,False,False,False,False,True
3.0,5.9,8.366,0.0,14.266,2022,217,90,False,True,False,False,False
32.0,5.8,7.8,0.0,13.6,2023,217,90,False,False,False,False,True
16.0,5.8,8.033,0.0,13.833,2023,217,90,False,False,False,False,True
9.0,5.8,8.333,0.0,14.133,2023,217,90,False,False,False,False,True
13.0,5.8,7.5,0.0,13.3,2023,217,90,False,False,False,False,True
12.0,5.8,8.0,0.0,13.8,2023,217,90,False,False,False,False,True
4.0,5.8,7.4,0.0,13.2,2023,217,90,False,False,False,True,False
4.0,5.8,7.85,0.0,13.65,2023,217,90,False,False,False,False,True
4.0,5.8,8.133,0.0,13.933,2023,217,90,False,False,False,True,False
6.0,5.8,8.0,0.0,13.8,2023,217,90,False,False,False,False,True
20.0,4.0,8.2,0.0,12.2,2023,359,15,False,False,False,False,True
21.0,5.3,8.266,0.0,13.566,2022,450,5,False,False,False,False,True
37.0,5.0,7.6,0.0,12.6,2023,450,5,False,False,False,False,True
0.0,5.0,7.15,0.0,12.15,2022,484,92,False,False,False,False,True
0.0,5.0,7.95,0.0,12.95,2022,484,92,False,False,False,True,False
24.0,4.8,7.15,0.0,11.95,2023,484,92,True,False,False,False,False
30.0,4.7,6.8,0.0,11.5,2022,484,92,True,False,False,False,False
22.0,4.8,7.7,0.0,12.5,2023,484,92,True,False,False,False,False
0.0,4.4,8.35,0.0,12.75,2023,484,92,False,False,False,False,True
0.0,4.7,8.25,0.0,12.95,2023,484,92,False,False,False,True,False
27.0,4.3,6.7,0.0,11.0,2023,484,92,True,False,False,False,False
44.0,4.9,6.6,0.0,11.5,2023,65,92,True,False,False,False,False
48.0,5.0,7.933,0.0,12.933,2022,11,90,False,False,False,False,True
27.0,5.0,8.3,0.0,13.3,2022,11,90,False,False,False,False,True
23.0,5.0,7.033,0.0,12.033,2022,11,90,False,True,False,False,False
70.0,4.8,8.066,0.0,12.866,2023,11,90,False,False,False,False,True
60.0,4.4,7.2,0.0,11.6,2023,11,90,False,False,False,False,True
9.0,5.0,8.166,0.0,13.166,2023,11,90,True,False,False,False,False
59.0,5.1,7.6,0.0,12.7,2023,11,90,False,False,False,False,True
22.0,5.1,7.8,0.0,12.9,2023,11,90,False,False,False,False,True
37.0,4.3,6.8,0.0,11.1,2023,252,53,False,False,False,False,True
8.0,4.6,6.25,0.0,10.85,2023,607,66,False,False,False,True,False
9.0,4.6,7.75,0.0,12.35,2023,607,66,False,False,False,False,True
35.0,4.1,7.033,0.0,11.133,2023,607,66,False,False,False,False,True
0.0,3.7,7.2,0.0,10.9,2023,606,66,False,False,True,False,False
17.0,4.1,7.95,0.0,12.05,2023,319,32,False,False,False,False,True
71.0,3.7,7.3,0.0,11.0,2023,68,93,False,False,False,False,True
37.0,3.2,5.866,3.0,6.066,2023,68,93,False,False,False,False,True
9.0,4.0,7.633,0.0,11.633,2023,68,93,True,False,False,False,False
9.0,6.1,8.2,0.0,14.3,2022,4,93,False,False,False,False,True
9.0,6.1,7.567,0.0,13.667,2023,4,93,False,False,False,False,True
8.0,5.8,8.166,0.0,13.966,2022,4,93,False,False,False,False,True
8.0,6.1,7.3,0.0,13.4,2022,4,93,False,False,False,True,False
7.0,6.1,7.933,0.0,14.033,2022,4,93,False,False,False,False,True
7.0,5.8,7.266,0.0,13.066,2022,4,93,False,False,False,True,False
15.0,5.5,7.533,0.0,13.033,2022,4,93,False,False,False,False,True
8.0,6.3,6.6,0.0,12.9,2023,4,93,False,False,False,True,False
4.0,6.2,8.533,0.0,14.733,2023,4,93,False,False,False,False,True
14.0,6.1,8.233,0.0,14.333,2023,4,93,False,False,False,False,True
1.0,6.2,8.666,0.0,14.866,2023,4,93,False,False,False,True,False
4.0,6.1,8.7,0.0,14.8,2023,4,93,False,False,False,False,True
12.0,5.8,8.2,0.0,14.0,2023,4,93,False,False,False,False,True
2.0,6.1,8.4,0.0,14.5,2023,4,93,False,False,False,True,False
7.0,6.1,7.5,0.0,13.6,2023,4,93,False,False,False,False,True
39.0,5.3,7.8,0.0,13.1,2022,283,50,False,False,False,False,True
18.0,5.7,7.367,0.0,13.067,2023,283,50,False,False,False,False,True
4.0,5.7,8.366,0.0,14.066,2022,283,50,False,False,False,True,False
6.0,5.7,8.333,0.0,14.033,2022,283,50,False,False,False,False,True
13.0,5.6,7.4,0.0,13.0,2022,283,50,False,False,False,False,True
35.0,5.7,6.4,0.0,12.1,2023,283,50,False,False,False,False,True
21.0,5.3,7.35,0.0,12.65,2022,283,50,False,False,False,False,True
15.0,5.6,7.833,0.0,13.433,2023,283,50,False,False,False,False,True
88.0,5.3,7.133,0.0,12.433,2023,283,50,False,False,False,False,True
18.0,6.0,7.166,0.0,13.166,2023,283,50,False,False,False,False,True
13.0,5.7,8.233,0.0,13.933,2023,283,50,False,False,False,False,True
6.0,6.0,8.1,0.0,14.1,2023,283,50,False,False,False,True,False
8.0,5.9,8.266,0.0,14.166,2023,283,50,False,False,False,False,True
22.0,5.8,7.266,0.0,13.066,2023,283,50,False,False,False,False,True
8.0,5.3,8.233,0.0,13.533,2023,283,50,True,False,False,False,False
116.0,4.8,6.266,0.0,11.066,2022,307,4,False,False,False,False,True
30.0,5.2,5.95,0.0,11.15,2022,307,4,False,False,False,False,True
35.0,4.7,7.266,0.0,11.966,2023,237,52,False,False,False,False,True
12.0,5.0,8.4,0.0,13.4,2023,237,52,False,False,False,False,True
6.0,4.9,7.4,0.0,12.3,2023,237,52,True,False,False,False,False
93.0,4.0,7.766,0.0,11.766,2023,147,22,False,False,False,False,True
9.0,4.8,8.1,0.0,12.9,2022,227,77,True,False,False,False,False
17.0,4.7,7.95,0.0,12.65,2022,227,77,False,False,False,False,True
17.0,4.9,7.8,0.0,12.7,2022,403,38,True,False,False,False,False
74.0,4.9,7.4,0.0,12.3,2022,403,38,False,False,False,False,True
33.0,5.4,6.633,0.0,12.033,2022,403,38,False,False,False,False,True
35.0,5.1,6.266,0.0,11.366,2022,403,38,False,False,False,False,True
24.0,5.1,6.933,0.0,12.033,2022,403,38,False,False,False,False,True
24.0,4.7,6.6,0.0,11.3,2023,403,38,False,False,False,False,True
52.0,4.9,7.933,0.0,12.833,2022,403,38,False,False,False,False,True
19.0,4.9,8.2,0.0,13.1,2022,403,38,False,True,False,False,False
95.0,4.9,7.333,0.0,12.233,2023,403,38,False,False,False,False,True
62.0,4.9,7.733,0.0,12.633,2023,403,38,False,False,False,False,True
45.0,4.0,7.4,0.0,11.4,2023,675,87,False,False,False,False,True
33.0,4.4,5.6,0.0,10.0,2023,675,87,False,False,False,False,True
16.0,3.7,6.6,0.0,10.3,2023,675,87,True,False,False,False,False
5.0,4.6,7.533,0.0,12.133,2022,589,32,False,False,False,True,False
6.0,4.7,7.95,0.0,12.65,2022,589,32,False,False,False,False,True
4.0,5.0,7.6,0.0,12.6,2023,589,32,False,False,False,True,False
6.0,5.0,8.1,0.0,13.1,2023,589,32,False,False,False,False,True
16.0,4.8,6.3,0.0,11.1,2022,195,32,False,False,False,False,True
21.0,5.5,6.05,0.0,11.55,2022,234,11,False,False,False,False,True
6.0,5.5,7.033,0.0,12.533,2023,234,11,False,False,False,True,False
9.0,5.2,8.3,0.0,13.5,2023,234,11,False,False,False,False,True
17.0,5.1,6.8,0.0,11.9,2022,225,11,False,False,False,False,True
0.0,2.4,6.133,3.0,5.533,2023,209,10,False,False,True,False,False
78.0,5.0,7.266,0.0,12.266,2022,526,45,False,False,False,False,True
0.0,4.7,8.066,0.0,12.766,2022,526,45,False,True,False,False,False
20.0,5.2,8.366,0.0,13.566,2022,526,45,False,False,False,False,True
13.0,5.2,8.166,0.0,13.366,2022,526,45,False,True,False,False,False
68.0,5.0,7.933,0.0,12.933,2023,526,45,False,False,False,False,True
0.0,5.0,8.133,0.0,13.133,2023,526,45,False,True,False,False,False
23.0,5.4,7.6,0.0,13.0,2023,526,45,False,False,False,False,True
52.0,2.9,6.033,0.0,8.933,2023,79,60,False,False,False,False,True
40.0,4.6,6.366,0.0,10.966,2022,678,38,False,False,False,False,True
14.0,4.6,7.4,0.0,12.0,2022,678,38,False,False,False,False,True
16.0,4.6,7.75,0.0,12.35,2023,678,38,False,False,False,False,True
36.0,5.3,8.2,0.0,13.5,2023,127,83,False,False,False,False,True
23.0,4.6,5.85,0.0,10.45,2023,131,32,False,False,False,False,True
27.0,4.5,7.3,0.0,11.8,2022,233,92,True,False,False,False,False
25.0,5.4,7.0,0.0,12.4,2023,233,92,True,False,False,False,False
0.0,5.2,8.25,0.0,13.45,2023,233,92,False,False,False,False,True
0.0,5.3,8.15,0.0,13.45,2023,233,92,False,False,False,True,False
73.0,4.4,7.9,0.0,12.3,2022,36,5,False,False,False,False,True
66.0,4.1,8.166,0.0,12.266,2022,36,5,False,False,False,False,True
115.0,3.5,7.533,0.0,11.033,2023,36,5,False,False,False,False,True
0.0,4.6,6.85,0.0,11.45,2022,475,92,False,False,False,False,True
0.0,4.6,7.15,0.0,11.75,2022,475,92,False,False,False,True,False
0.0,4.9,5.6,0.0,10.5,2023,475,92,False,False,False,False,True
0.0,4.9,4.5,0.0,9.4,2023,475,92,False,False,False,True,False
28.0,4.5,6.45,0.0,10.95,2023,475,92,True,False,False,False,False
54.0,5.0,7.766,0.0,12.766,2022,106,31,False,False,False,False,True
45.0,5.0,8.0,0.0,13.0,2022,106,31,False,False,False,False,True
34.0,5.0,7.133,0.0,12.133,2023,106,31,False,False,False,False,True
113.0,4.7,6.4,0.0,11.1,2023,106,31,False,False,False,False,True
36.0,4.8,7.2,0.0,12.0,2023,108,31,False,False,False,False,True
38.0,3.1,7.733,0.0,10.833,2023,361,68,False,False,False,False,True
29.0,4.1,8.033,0.0,12.133,2023,361,68,False,False,False,False,True
13.0,4.4,7.4,0.0,11.8,2023,719,94,False,False,False,False,True
11.0,4.8,7.6,0.0,12.4,2022,95,32,False,False,False,False,True
18.0,4.8,7.7,0.0,12.5,2022,95,96,False,False,False,False,True
25.0,5.2,7.766,0.0,12.966,2023,730,36,False,False,False,False,True
0.0,5.7,6.0,0.0,11.7,2022,323,92,False,False,False,False,True
0.0,5.7,5.55,0.0,11.25,2022,323,92,False,False,False,True,False
16.0,5.7,6.75,0.0,12.45,2023,323,92,True,False,False,False,False
12.0,5.7,6.75,0.0,12.45,2022,323,92,False,False,False,False,True
25.0,5.1,6.95,0.0,12.05,2022,323,92,True,False,False,False,False
17.0,4.6,8.3,0.0,12.9,2023,323,92,True,False,False,False,False
0.0,4.6,8.3,0.0,12.9,2023,323,92,False,False,False,False,True
0.0,4.6,8.2,0.0,12.8,2023,323,92,False,False,False,True,False
26.0,4.9,6.25,0.0,11.15,2023,323,92,True,False,False,False,False
21.0,4.5,6.0,0.0,10.5,2023,214,13,False,False,False,False,True
0.0,3.8,8.233,0.0,12.033,2023,214,13,False,True,False,False,False
0.0,3.5,5.433,0.0,8.933,2023,214,13,False,False,True,False,False
0.0,5.4,7.05,0.0,12.45,2022,410,92,False,False,False,False,True
0.0,5.4,6.65,0.0,12.05,2022,410,92,False,False,False,True,False
13.0,5.0,7.75,0.0,12.75,2023,410,92,True,False,False,False,False
31.0,5.1,6.55,0.3,11.35,2022,410,92,True,False,False,False,False
0.0,5.4,8.2,0.0,13.6,2023,410,92,False,False,False,False,True
0.0,5.8,7.9,0.0,13.7,2023,410,92,False,False,False,True,False
16.0,4.6,8.2,0.0,12.8,2023,410,92,True,False,False,False,False
35.0,5.1,7.533,0.0,12.633,2023,410,92,False,False,False,False,True
0.0,5.7,8.4,0.0,14.1,2022,105,92,False,False,False,False,True
0.0,5.6,7.8,0.0,13.4,2022,105,92,False,False,False,True,False
25.0,5.6,6.35,0.0,11.95,2023,105,92,True,False,False,False,False
7.0,5.4,8.0,0.0,13.4,2023,105,92,True,False,False,False,False
0.0,5.4,8.5,0.0,13.9,2023,105,92,False,False,False,False,True
0.0,5.4,8.1,0.0,13.5,2023,105,92,False,False,False,True,False
13.0,5.1,7.95,0.0,13.05,2023,105,92,True,False,False,False,False
2.0,5.4,8.3,0.0,13.7,2023,105,92,True,False,False,False,False
4.0,5.4,8.533,0.0,13.933,2023,105,92,False,False,False,True,False
5.0,5.4,8.366,0.0,13.766,2023,105,92,False,False,False,False,True
34.0,5.5,6.6,0.0,12.1,2023,424,45,False,False,False,False,True
28.0,5.6,7.333,0.0,12.933,2023,424,45,False,False,False,False,True
6.0,5.6,8.266,0.0,13.866,2023,424,45,True,False,False,False,False
49.0,4.3,6.533,0.0,10.833,2023,585,87,False,False,False,False,True
128.0,4.2,5.7,0.0,9.9,2023,586,56,False,False,False,False,True
0.0,5.0,8.1,0.0,13.1,2022,238,92,False,False,False,False,True
0.0,4.9,7.95,0.0,12.85,2022,238,92,False,False,False,True,False
15.0,4.9,8.0,0.0,12.9,2022,238,92,True,False,False,False,False
29.0,3.7,6.6,0.0,10.3,2023,238,92,True,False,False,False,False
0.0,4.9,6.85,0.0,11.75,2023,77,31,False,False,False,False,True
49.0,5.5,7.8,0.0,13.3,2023,563,36,False,False,False,False,True
0.0,5.6,7.966,0.0,13.566,2023,563,36,False,True,False,False,False
30.0,6.1,6.566,0.0,12.666,2023,563,36,False,False,False,False,True
23.0,5.5,8.133,0.0,13.633,2023,563,36,False,False,False,False,True
3.0,5.6,8.366,0.0,13.966,2023,563,36,True,False,False,False,False
14.0,5.6,8.066,0.0,13.666,2023,563,36,False,False,False,False,True
18.0,5.4,7.55,0.0,12.95,2023,563,33,False,False,False,False,True
20.0,4.1,6.6,0.0,10.7,2022,266,32,False,False,False,False,True
14.0,4.6,8.5,0.0,13.1,2023,270,92,True,False,False,False,False
17.0,5.0,8.233,0.0,13.233,2023,390,80,False,False,False,False,True
25.0,5.0,7.666,0.0,12.666,2023,390,80,False,False,False,False,True
27.0,5.0,8.266,0.0,13.266,2023,390,80,False,False,False,False,True
81.0,4.0,8.2,0.0,12.2,2022,710,4,False,False,False,False,True
15.0,4.3,8.5,0.0,12.8,2022,710,4,False,False,False,False,True
35.0,4.9,6.9,0.0,11.8,2022,263,90,False,False,False,False,True
24.0,4.9,6.45,0.0,11.35,2022,263,90,False,False,False,False,True
23.0,5.3,7.433,0.0,12.733,2023,263,90,False,False,False,False,True
59.0,4.9,4.533,0.0,9.433,2023,263,90,False,False,False,False,True
30.0,5.2,8.0,0.0,13.2,2023,263,90,False,False,False,False,True
29.0,5.0,7.15,0.0,12.15,2023,677,92,True,False,False,False,False
16.0,5.0,6.9,0.0,11.9,2023,687,92,False,False,False,False,True
0.0,5.0,8.55,0.0,13.55,2022,687,92,False,False,False,False,True
0.0,4.6,8.1,0.0,12.7,2022,687,92,False,False,False,True,False
29.0,5.0,6.5,0.0,11.5,2023,687,92,True,False,False,False,False
10.0,5.1,8.15,0.0,13.25,2022,687,92,False,False,False,False,True
5.0,5.0,8.6,0.0,13.6,2022,687,92,True,False,False,False,False
60.0,4.3,6.05,0.0,10.35,2023,687,92,True,False,False,False,False
0.0,5.0,7.3,0.0,12.3,2023,687,92,False,False,False,False,True
0.0,5.4,6.4,0.0,11.8,2023,687,92,False,False,False,True,False
24.0,3.2,6.966,0.0,10.166,2022,235,74,True,False,False,False,False
66.0,4.4,8.066,0.0,12.466,2022,235,74,False,False,False,False,True
11.0,4.3,8.3,0.0,12.6,2023,235,74,False,False,False,False,True
18.0,4.1,7.7,0.0,11.8,2022,235,74,False,False,False,False,True
56.0,4.4,8.3,0.0,12.7,2022,235,74,False,False,False,False,True
15.0,4.4,8.333,0.0,12.733,2023,235,74,True,False,False,False,False
52.0,4.4,8.433,0.0,12.833,2023,235,74,False,False,False,False,True
101.0,4.0,7.766,0.0,11.766,2022,610,74,False,False,False,False,True
23.0,3.5,6.4,0.0,9.9,2023,610,74,False,False,False,False,True
63.0,4.1,8.366,0.0,12.466,2022,610,74,False,False,False,False,True
93.0,4.1,8.166,0.0,12.266,2023,610,74,False,False,False,False,True
46.0,4.4,6.533,0.0,10.933,2023,610,74,False,False,False,False,True
60.0,4.7,7.966,0.0,12.666,2023,610,74,False,False,False,False,True
31.0,5.2,7.05,0.0,12.25,2023,344,4,False,False,False,False,True
12.0,5.2,8.55,0.0,13.75,2022,344,4,False,False,False,False,True
31.0,5.6,7.7,0.0,13.3,2022,357,17,False,False,False,False,True
23.0,4.8,5.6,0.0,10.4,2022,358,17,True,False,False,False,False
137.0,2.8,5.6,3.0,5.4,2022,250,70,False,False,False,False,True
97.0,3.4,7.533,0.0,10.933,2022,250,70,False,False,False,False,True
103.0,3.5,8.033,0.0,11.533,2023,250,70,False,False,False,False,True
54.0,4.0,5.15,0.0,9.15,2023,313,29,False,False,False,False,True
32.0,5.0,7.466,0.0,12.466,2023,148,29,False,False,False,False,True
69.0,4.6,7.866,0.0,12.466,2023,148,29,False,False,False,False,True
28.0,2.3,6.9,3.0,6.2,2022,425,32,False,False,False,False,True
22.0,5.0,5.5,0.0,10.5,2023,254,32,False,False,False,False,True
14.0,5.3,7.55,0.0,12.85,2022,254,77,False,False,False,False,True
91.0,4.7,7.666,0.0,12.366,2023,387,31,False,False,False,False,True
13.0,4.8,8.033,0.0,12.833,2022,426,45,True,False,False,False,False
36.0,4.8,8.366,0.0,13.166,2022,426,45,False,False,False,False,True
51.0,4.8,8.033,0.0,12.833,2022,426,45,False,False,False,False,True
53.0,5.2,8.0,0.0,13.2,2023,426,45,False,False,False,False,True
14.0,4.8,8.0,0.0,12.8,2023,426,45,True,False,False,False,False
87.0,5.2,6.7,0.0,11.9,2023,426,45,False,False,False,False,True
25.0,3.9,4.85,0.0,8.75,2022,455,4,False,False,False,False,True
8.0,5.3,8.1,0.0,13.4,2022,551,90,False,False,False,False,True
6.0,4.8,7.8,0.0,12.6,2022,551,90,False,False,False,True,False
12.0,4.8,7.3,0.0,12.1,2022,350,32,False,False,False,False,True
9.0,4.8,7.75,0.0,12.55,2023,350,32,False,False,False,False,True
16.0,4.5,8.25,0.0,12.75,2022,350,96,False,False,False,False,True
22.0,4.3,6.3,0.0,10.6,2022,383,32,False,False,False,False,True
133.0,4.0,5.433,0.0,9.433,2022,489,21,False,False,False,False,True
37.0,4.3,7.6,0.0,11.9,2023,489,21,False,False,False,False,True
96.0,3.6,7.466,0.0,11.066,2022,489,21,False,False,False,False,True
139.0,3.6,6.066,0.0,9.666,2023,489,21,False,False,False,False,True
79.0,3.6,8.5,0.0,12.1,2023,489,21,False,False,False,False,True
28.0,3.9,7.3,0.0,11.2,2022,489,21,False,False,False,False,True
135.0,4.1,4.933,0.0,9.033,2022,251,55,False,False,False,False,True
34.0,5.5,6.333,0.0,11.833,2022,251,55,False,False,False,False,True
11.0,5.8,7.3,0.0,13.1,2022,251,55,False,False,False,False,True
18.0,6.0,7.633,0.0,13.633,2022,251,55,False,False,False,False,True
28.0,4.6,5.3,0.0,9.9,2022,251,55,False,False,False,False,True
119.0,5.2,6.366,0.0,11.566,2023,251,55,False,False,False,False,True
30.0,5.0,7.066,0.0,12.066,2023,251,55,False,False,False,False,True
48.0,5.5,6.533,0.0,12.033,2023,251,55,False,False,False,False,True
14.0,5.8,8.033,0.0,13.833,2023,251,55,False,False,False,False,True
