Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_aafinal,round_final,round_qual,round_teamfinal,round_teamqual
109.0,4.3,6.266,0.0,10.566,2023,149,22,False,False,True,False,False
23.0,4.2,6.333,0.0,10.533,2023,510,5,False,False,True,False,False
26.0,4.5,6.966,0.0,11.466,2023,666,72,False,False,True,False,False
48.0,4.3,5.766,0.0,10.066,2023,130,23,False,False,True,False,False
0.0,4.3,7.833,0.0,12.133,2023,131,23,False,False,False,False,True
64.0,5.1,7.4,0.0,12.5,2023,411,80,False,False,True,False,False
10.0,5.3,7.733,0.0,13.033,2023,411,80,False,False,True,False,False
113.0,3.6,5.966,0.0,9.566,2022,687,52,False,False,True,False,False
114.0,3.6,6.533,0.0,10.133,2023,687,52,False,False,True,False,False
1.0,6.5,8.033,0.0,14.533,2023,642,88,True,False,False,False,False
1.0,6.7,8.033,0.1,14.633,2023,642,88,False,True,False,False,False
1.0,6.7,7.933,0.0,14.633,2023,642,88,False,False,True,False,False
0.0,6.7,8.466,0.0,15.166,2023,642,88,False,False,False,True,False
1.0,6.8,8.1,0.0,14.9,2023,642,88,True,False,False,False,False
0.0,6.8,8.1,0.1,14.8,2023,642,88,False,False,True,False,False
0.0,6.8,8.6,0.0,15.4,2023,642,88,False,True,False,False,False
8.0,4.8,7.5,0.0,12.3,2023,152,86,False,False,True,False,False
6.0,4.6,7.666,0.0,12.266,2023,152,86,False,True,False,False,False
51.0,4.7,7.333,0.0,12.033,2023,152,86,False,False,True,False,False
11.0,5.0,8.333,0.0,13.333,2022,221,13,True,False,False,False,False
20.0,5.0,8.266,0.0,13.266,2022,221,13,False,False,True,False,False
0.0,5.0,8.2,0.1,13.1,2022,221,13,False,False,False,True,False
12.0,5.4,7.6,0.1,12.9,2023,221,13,True,False,False,False,False
13.0,5.4,8.1,0.1,13.4,2023,221,13,False,False,True,False,False
11.0,5.7,7.9,0.0,13.6,2022,647,88,False,False,True,False,False
0.0,5.4,8.0,0.1,13.3,2022,647,88,False,False,True,False,False
0.0,5.6,7.85,0.0,13.45,2022,647,88,False,True,False,False,False
2.0,5.4,7.85,0.0,13.25,2022,647,88,True,False,False,False,False
0.0,5.6,7.4,0.1,12.9,2023,647,88,False,False,True,False,False
0.0,5.7,6.8,0.3,12.2,2023,647,88,False,True,False,False,False
7.0,4.4,8.166,0.0,12.566,2023,439,16,True,False,False,False,False
19.0,4.3,7.633,0.0,11.933,2023,439,16,False,False,True,False,False
71.0,4.7,7.7,0.0,12.4,2023,412,5,False,False,True,False,False
13.0,4.9,7.166,0.0,12.066,2023,101,24,True,False,False,False,False
20.0,4.9,7.033,0.0,11.933,2023,101,24,False,False,True,False,False
0.0,4.7,7.633,0.0,12.333,2023,102,24,False,False,False,False,True
0.0,4.8,7.3,0.0,12.1,2022,157,88,False,False,True,False,False
0.0,4.8,7.55,0.2,12.15,2022,157,88,False,True,False,False,False
18.0,4.7,7.4,0.0,12.1,2022,157,88,True,False,False,False,False
11.0,5.1,7.7,0.0,12.8,2023,157,88,True,False,False,False,False
0.0,5.1,7.4,0.0,12.5,2023,157,88,False,False,True,False,False
0.0,4.9,6.4,0.1,11.2,2023,157,88,False,True,False,False,False
22.0,4.8,7.25,0.3,11.75,2023,157,88,True,False,False,False,False
115.0,4.4,7.4,0.1,11.7,2022,213,58,False,False,True,False,False
10.0,4.5,6.9,0.0,11.4,2022,213,58,False,False,True,False,False
17.0,4.4,7.066,0.0,11.466,2023,213,58,False,False,True,False,False
88.0,4.4,7.066,0.2,11.266,2022,213,58,False,False,True,False,False
94.0,4.3,6.966,0.1,11.166,2023,213,58,False,False,True,False,False
126.0,4.5,6.966,0.0,11.466,2022,249,0,False,False,True,False,False
17.0,5.2,8.1,0.0,13.3,2022,486,30,False,False,True,False,False
0.0,5.1,8.033,0.0,13.133,2022,486,30,False,False,False,True,False
38.0,4.8,7.866,0.3,12.366,2022,486,30,False,False,True,False,False
15.0,4.8,7.9,0.0,12.7,2022,486,30,False,False,False,True,False
99.0,4.9,7.1,0.0,12.0,2023,486,30,False,False,True,False,False
0.0,4.8,7.833,0.0,12.633,2023,486,30,False,False,False,True,False
1.0,4.9,7.933,0.0,12.833,2023,486,30,False,True,False,False,False
1.0,4.9,8.066,0.0,12.966,2023,486,30,False,False,True,False,False
17.0,4.9,7.833,0.0,12.733,2023,486,30,False,False,True,False,False
4.0,4.9,8.133,0.0,13.033,2023,486,30,False,True,False,False,False
6.0,4.9,7.8,0.1,12.6,2023,486,30,False,False,True,False,False
56.0,3.6,6.65,0.0,10.25,2022,305,31,False,False,True,False,False
13.0,5.0,8.133,0.0,13.133,2022,450,8,True,False,False,False,False
37.0,5.0,7.9,0.0,12.9,2022,450,8,False,False,True,False,False
69.0,4.7,7.0,0.0,11.7,2022,450,8,False,False,True,False,False
17.0,4.9,7.766,0.1,12.566,2022,450,8,False,False,False,True,False
12.0,4.9,7.566,0.0,12.466,2023,450,8,True,False,False,False,False
47.0,4.9,7.2,0.0,12.1,2023,450,8,False,False,True,False,False
9.0,4.9,7.85,0.0,12.75,2023,450,8,False,False,True,False,False
43.0,4.6,6.6,0.0,11.2,2022,225,31,False,False,True,False,False
18.0,4.8,7.25,0.0,12.05,2022,225,74,False,False,True,False,False
58.0,3.3,6.85,0.0,10.15,2022,76,31,False,False,True,False,False
63.0,1.1,8.45,6.5,3.05,2022,491,31,False,False,True,False,False
21.0,4.2,7.35,0.1,11.45,2023,689,63,False,False,True,False,False
43.0,4.3,6.133,0.0,10.433,2023,689,63,False,False,True,False,False
0.0,4.5,7.267,0.0,11.767,2023,690,63,False,False,False,False,True
132.0,4.3,6.833,0.0,11.133,2022,268,4,False,False,True,False,False
98.0,4.6,7.4,0.0,12.0,2023,442,37,False,False,True,False,False
11.0,4.8,7.4,0.0,12.2,2023,442,37,True,False,False,False,False
23.0,4.7,7.266,0.1,11.866,2023,442,37,False,False,True,False,False
24.0,4.8,6.633,0.0,11.433,2022,591,4,True,False,False,False,False
47.0,5.0,7.733,0.0,12.733,2022,591,4,False,False,True,False,False
8.0,4.7,7.066,0.0,11.766,2022,591,4,False,True,False,False,False
5.0,5.1,7.65,0.0,12.75,2022,591,4,False,False,True,False,False
16.0,5.3,7.566,0.0,12.866,2022,377,35,False,False,True,False,False
10.0,5.3,7.733,0.0,13.033,2022,377,35,False,False,False,True,False
5.0,4.6,7.733,0.0,12.333,2023,82,4,False,True,False,False,False
4.0,4.8,7.9,0.0,12.7,2023,82,4,False,False,True,False,False
2.0,4.9,8.1,0.0,13.0,2022,200,39,False,False,True,False,False
2.0,4.9,8.266,0.0,13.166,2022,200,39,False,True,False,False,False
1.0,4.8,7.933,0.0,12.733,2022,200,39,False,True,False,False,False
4.0,4.9,7.666,0.1,12.466,2022,200,39,False,False,True,False,False
3.0,4.9,7.633,0.1,12.433,2022,200,39,False,True,False,False,False
3.0,4.9,7.666,0.0,12.566,2022,200,39,False,False,True,False,False
17.0,4.4,7.633,0.0,12.033,2023,302,28,False,False,True,False,False
93.0,4.2,7.833,0.0,12.033,2022,565,56,False,False,True,False,False
7.0,4.4,7.733,0.0,12.133,2022,565,56,False,True,False,False,False
6.0,4.4,7.9,0.0,12.3,2022,565,56,False,False,True,False,False
24.0,4.2,7.633,0.0,11.833,2023,565,56,False,False,True,False,False
34.0,4.2,5.75,0.1,9.85,2023,600,19,False,False,True,False,False
3.0,6.1,8.066,0.0,14.166,2022,307,88,True,False,False,False,False
3.0,5.9,7.833,0.0,13.733,2022,307,88,False,True,False,False,False
5.0,6.1,7.966,0.0,14.066,2022,307,88,False,False,True,False,False
0.0,6.1,8.0,0.0,14.1,2022,307,88,False,False,False,True,False
0.0,5.9,8.15,0.0,14.05,2022,307,88,False,False,True,False,False
0.0,5.9,7.95,0.0,13.85,2022,307,88,False,True,False,False,False
0.0,5.9,7.45,0.0,13.35,2023,307,88,False,False,True,False,False
0.0,5.8,7.4,0.1,13.1,2023,307,88,False,True,False,False,False
129.0,4.5,6.933,0.0,11.433,2023,123,1,False,False,True,False,False
12.0,5.1,8.233,0.0,13.333,2022,399,28,True,False,False,False,False
24.0,5.1,8.1,0.0,13.2,2022,399,28,False,False,True,False,False
7.0,4.9,6.9,0.0,11.8,2023,399,28,False,True,False,False,False
4.0,5.0,7.85,0.0,12.85,2023,399,28,False,False,True,False,False
4.0,4.9,7.85,0.0,12.75,2023,399,28,False,True,False,False,False
5.0,4.9,7.8,0.0,12.7,2023,399,28,False,False,True,False,False
21.0,4.9,7.833,0.0,12.733,2022,399,28,False,False,True,False,False
16.0,5.1,7.566,0.0,12.666,2022,399,28,False,False,False,True,False
26.0,5.0,8.066,0.0,13.066,2023,399,28,False,False,True,False,False
8.0,4.8,7.366,0.0,12.166,2023,399,28,False,True,False,False,False
7.0,5.0,8.0,0.0,13.0,2023,399,28,False,False,True,False,False
8.0,5.2,7.5,0.0,12.7,2023,399,28,True,False,False,False,False
6.0,5.2,7.833,0.0,13.033,2023,399,28,False,True,False,False,False
9.0,5.2,7.9,0.0,13.1,2023,399,28,False,False,True,False,False
0.0,4.2,7.467,0.1,11.567,2023,147,14,False,False,False,False,True
37.0,4.4,6.966,0.4,10.966,2023,649,14,False,False,True,False,False
55.0,4.4,6.2,0.3,10.3,2022,158,31,False,False,True,False,False
12.0,5.4,7.25,0.0,12.65,2023,201,88,True,False,False,False,False
0.0,5.4,7.7,0.2,12.9,2023,201,88,False,False,True,False,False
0.0,5.3,7.55,0.1,12.75,2023,201,88,False,True,False,False,False
20.0,5.3,6.85,0.3,11.85,2023,201,88,True,False,False,False,False
38.0,4.8,7.4,0.0,12.2,2023,148,80,False,False,True,False,False
19.0,3.9,7.9,0.1,11.7,2022,702,12,False,False,True,False,False
21.0,4.4,7.5,0.0,11.9,2022,551,31,False,False,True,False,False
30.0,4.0,7.3,0.0,11.3,2023,160,38,False,False,True,False,False
25.0,3.4,7.633,0.0,11.033,2023,160,38,False,False,True,False,False
17.0,3.4,7.533,0.0,10.933,2023,160,38,False,False,True,False,False
17.0,3.4,7.433,0.0,10.833,2023,160,38,False,False,True,False,False
19.0,3.4,7.3,0.0,10.7,2023,160,38,False,False,True,False,False
28.0,4.2,7.533,0.0,11.733,2023,161,38,False,False,True,False,False
117.0,3.5,6.366,0.0,9.866,2023,265,20,False,False,True,False,False
6.0,4.9,7.666,0.0,12.566,2022,428,30,False,False,True,False,False
6.0,4.7,7.966,0.0,12.666,2022,428,30,False,True,False,False,False
17.0,3.9,7.75,0.0,11.65,2023,139,27,False,False,True,False,False
0.0,3.9,7.267,0.2,10.967,2023,140,27,False,False,False,False,True
2.0,5.8,8.033,0.0,13.833,2022,330,88,False,True,False,False,False
4.0,5.8,8.3,0.0,14.1,2022,330,88,False,False,True,False,False
0.0,5.8,8.2,0.0,14.0,2022,330,88,False,False,False,True,False
1.0,5.8,8.25,0.0,14.05,2023,330,88,False,True,False,False,False
2.0,5.6,7.9,0.0,13.5,2023,330,88,False,False,True,False,False
0.0,5.6,8.35,0.0,13.95,2022,330,88,False,False,True,False,False
0.0,5.6,8.3,0.0,13.9,2022,330,88,False,True,False,False,False
0.0,5.6,7.6,0.1,13.1,2023,330,88,False,False,True,False,False
0.0,5.7,8.15,0.0,13.85,2023,330,88,False,True,False,False,False
2.0,5.9,7.633,0.0,13.533,2023,330,88,True,False,False,False,False
6.0,6.0,7.3,0.1,13.2,2023,330,88,False,False,True,False,False
18.0,4.7,7.55,0.0,12.25,2023,168,88,True,False,False,False,False
26.0,4.8,6.6,0.0,11.4,2023,168,88,True,False,False,False,False
40.0,4.3,6.566,0.1,10.766,2023,184,50,False,False,True,False,False
24.0,5.5,6.2,0.6,11.1,2023,547,88,True,False,False,False,False
24.0,5.1,6.75,0.4,11.45,2023,547,88,True,False,False,False,False
26.0,4.1,7.8,0.0,11.9,2023,550,89,False,False,True,False,False
22.0,4.0,7.3,0.0,11.3,2023,550,89,False,False,True,False,False
24.0,4.0,6.833,0.0,10.833,2023,669,58,False,False,True,False,False
20.0,5.0,6.95,0.0,11.95,2022,322,31,False,False,True,False,False
117.0,4.1,7.666,0.1,11.666,2022,586,62,False,False,True,False,False
9.0,4.2,7.466,0.2,11.466,2022,586,62,False,False,True,False,False
138.0,4.4,6.766,0.1,11.066,2023,586,62,False,False,True,False,False
38.0,3.1,7.7,0.0,10.8,2023,422,72,False,False,True,False,False
13.0,4.4,6.65,0.0,11.05,2023,683,72,False,False,True,False,False
45.0,5.1,7.633,0.0,12.733,2023,417,71,False,False,True,False,False
61.0,4.5,7.3,0.0,11.8,2022,451,67,False,False,True,False,False
103.0,4.7,7.233,0.0,11.933,2023,451,67,False,False,True,False,False
20.0,4.7,7.3,0.0,12.0,2023,451,67,False,False,True,False,False
54.0,4.6,7.366,0.0,11.966,2023,451,67,False,False,True,False,False
133.0,4.5,6.833,0.0,11.333,2023,503,1,False,False,True,False,False
0.0,4.5,7.733,0.0,12.233,2023,503,1,False,False,False,True,False
0.0,4.5,8.0,0.0,12.5,2023,503,1,False,False,False,False,True
12.0,4.6,7.533,0.0,12.133,2023,503,1,True,False,False,False,False
13.0,4.8,7.733,0.1,12.433,2023,503,1,False,False,True,False,False
91.0,4.9,7.233,0.0,12.133,2023,115,39,False,False,True,False,False
43.0,5.0,7.133,0.0,12.133,2023,115,39,False,False,True,False,False
15.0,5.0,8.066,0.0,13.066,2022,31,46,True,False,False,False,False
9.0,5.4,8.2,0.0,13.6,2022,31,46,False,False,True,False,False
0.0,5.2,7.933,0.0,13.133,2022,31,46,False,False,False,True,False
8.0,5.4,8.1,0.0,13.5,2022,31,46,False,False,True,False,False
4.0,5.4,8.033,0.1,13.333,2022,31,46,False,False,False,True,False
19.0,5.4,7.1,0.0,12.5,2023,31,46,True,False,False,False,False
13.0,5.4,8.1,0.1,13.4,2023,31,46,False,False,True,False,False
0.0,5.4,8.0,0.1,13.3,2023,31,46,False,False,False,True,False
2.0,5.4,8.1,0.0,13.5,2023,31,46,False,True,False,False,False
2.0,5.4,8.166,0.0,13.566,2023,31,46,False,False,True,False,False
4.0,5.2,8.133,0.2,13.133,2023,31,46,False,True,False,False,False
3.0,5.2,8.266,0.0,13.466,2023,31,46,False,False,True,False,False
5.0,5.4,7.7,0.0,13.1,2023,31,46,True,False,False,False,False
5.0,5.4,8.033,0.0,13.433,2023,31,46,False,True,False,False,False
5.0,5.4,7.966,0.0,13.366,2023,31,46,False,False,True,False,False
5.0,5.4,8.166,0.0,13.566,2022,103,46,False,False,True,False,False
2.0,5.4,8.166,0.0,13.566,2022,103,46,False,False,False,True,False
15.0,4.9,7.233,0.3,11.833,2023,103,46,False,False,True,False,False
45.0,5.1,7.633,0.0,12.733,2023,471,8,False,False,True,False,False
12.0,5.0,7.066,0.0,12.066,2023,471,8,False,False,True,False,False
8.0,4.9,7.367,0.0,12.267,2023,471,8,False,True,False,False,False
3.0,4.9,8.167,0.0,13.067,2023,471,8,False,False,True,False,False
72.0,4.8,7.7,0.2,12.3,2022,531,72,False,False,True,False,False
8.0,4.6,7.0,0.0,11.4,2022,531,72,False,True,False,False,False
7.0,4.6,7.5,0.1,12.0,2022,531,72,False,False,True,False,False
117.0,4.1,7.633,0.0,11.733,2023,531,72,False,False,True,False,False
5.0,4.8,7.9,0.0,12.7,2022,531,72,True,False,False,False,False
7.0,4.7,7.8,0.3,12.2,2022,531,72,False,True,False,False,False
10.0,4.8,7.75,0.0,12.55,2022,531,72,False,False,True,False,False
27.0,4.7,6.066,0.1,10.666,2023,732,72,False,False,True,False,False
39.0,3.7,5.4,0.0,9.1,2023,562,41,False,False,True,False,False
32.0,3.8,6.767,0.0,10.567,2023,575,41,False,False,True,False,False
24.0,4.8,7.133,0.0,11.933,2023,575,41,False,False,True,False,False
0.0,5.1,8.133,0.2,13.033,2023,335,11,False,False,False,True,False
0.0,5.3,7.8,0.2,12.9,2023,335,11,False,False,False,False,True
40.0,3.5,7.366,0.0,10.866,2023,521,57,False,False,True,False,False
11.0,5.1,7.05,0.1,12.05,2023,274,31,False,False,True,False,False
38.0,4.4,5.9,0.1,10.2,2023,444,31,False,False,True,False,False
37.0,5.1,6.65,0.3,11.45,2022,324,31,False,False,True,False,False
105.0,4.1,6.333,0.0,10.433,2022,329,59,False,False,True,False,False
33.0,4.1,6.666,0.0,10.766,2023,329,59,False,False,True,False,False
