Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_AAfinal,round_TeamFinal,round_TeamQual,round_final,round_qual
56.0,6.0,7.166,0.0,13.166,2022,626,32,False,False,False,False,True
21.0,5.2,7.7,0.0,12.9,2023,626,32,False,False,False,False,True
23.0,5.0,7.7,0.0,12.7,2023,626,32,False,False,False,False,True
18.0,5.7,7.166,0.0,12.866,2023,626,32,False,False,False,False,True
99.0,4.5,7.566,0.0,12.066,2023,626,32,False,False,False,False,True
29.0,4.8,6.2,0.3,10.7,2023,0,37,False,False,False,False,True
9.0,4.5,8.4,0.0,12.9,2023,227,16,True,False,False,False,False
10.0,4.5,8.5,0.0,13.0,2023,227,16,False,False,False,False,True
35.0,3.5,7.65,0.0,11.15,2022,387,12,False,False,False,False,True
39.0,5.8,8.066,0.0,13.866,2022,513,23,False,False,False,False,True
9.0,5.8,8.033,0.0,13.833,2022,513,23,False,False,False,False,True
13.0,5.8,7.7,0.0,13.5,2023,513,23,False,False,False,False,True
50.0,6.0,7.933,0.0,13.933,2023,513,23,False,False,False,False,True
4.0,6.0,8.533,0.0,14.533,2023,513,23,False,False,False,True,False
7.0,6.0,8.433,0.0,14.433,2023,513,23,False,False,False,False,True
2.0,6.0,8.066,0.0,14.066,2023,513,23,False,False,False,True,False
3.0,6.0,8.033,0.0,14.033,2023,513,23,False,False,False,False,True
15.0,5.8,7.333,0.0,13.133,2023,513,23,False,False,False,False,True
0.0,4.5,7.567,0.0,12.067,2023,641,1,False,False,True,False,False
30.0,4.5,8.233,0.0,12.733,2023,641,1,False,False,False,False,True
19.0,5.2,7.95,0.0,13.15,2023,380,88,True,False,False,False,False
37.0,2.4,7.1,3.0,6.5,2022,660,6,False,False,False,False,True
31.0,3.8,8.933,0.0,12.733,2023,520,56,False,False,False,False,True
91.0,4.7,8.3,0.0,13.0,2022,196,48,False,False,False,False,True
15.0,4.7,8.05,0.0,12.75,2022,196,48,False,False,False,False,True
20.0,5.2,7.9,0.0,13.1,2023,196,48,False,False,False,False,True
17.0,4.8,7.6,0.0,12.4,2023,196,48,False,False,False,False,True
23.0,5.2,7.733,0.0,12.933,2023,196,48,False,False,False,False,True
17.0,4.6,7.466,0.0,12.066,2023,145,64,True,False,False,False,False
34.0,4.6,7.7,0.0,12.3,2023,145,64,False,False,False,False,True
0.0,4.6,7.267,0.0,11.867,2023,186,64,False,False,True,False,False
105.0,5.9,6.8,0.0,12.7,2022,740,10,False,False,False,False,True
13.0,5.7,7.2,0.0,12.9,2022,740,10,False,False,False,False,True
4.0,5.9,8.6,0.0,14.5,2023,740,10,False,False,False,False,True
8.0,5.9,6.4,0.0,12.3,2023,740,10,False,False,False,True,False
87.0,5.5,6.7,0.0,12.2,2022,740,10,False,False,False,False,True
13.0,5.9,6.8,0.0,12.7,2022,740,10,False,False,False,False,True
4.0,5.9,8.0,0.0,13.9,2022,740,10,False,False,False,True,False
5.0,5.9,7.75,0.0,13.65,2022,740,10,False,False,False,False,True
137.0,5.2,6.0,0.0,11.2,2023,740,10,False,False,False,False,True
6.0,5.7,8.433,0.0,14.133,2023,740,10,False,False,False,True,False
7.0,5.7,8.1,0.0,13.8,2023,740,10,False,False,False,False,True
24.0,5.7,8.133,0.0,13.833,2023,740,10,False,False,False,False,True
2.0,5.7,8.533,0.0,14.233,2023,740,10,False,False,False,True,False
3.0,5.7,8.7,0.0,14.4,2023,740,10,False,False,False,False,True
55.0,3.9,8.5,0.0,12.4,2023,643,88,True,False,False,False,False
37.0,4.1,8.033,0.0,12.133,2023,438,1,False,False,False,False,True
0.0,4.1,8.3,0.0,12.4,2023,439,1,False,True,False,False,False
0.0,4.1,8.1,0.0,12.2,2023,439,1,False,False,True,False,False
25.0,5.1,7.85,0.0,12.95,2023,318,88,True,False,False,False,False
28.0,5.0,8.4,0.0,13.4,2023,318,88,True,False,False,False,False
0.0,4.7,7.85,0.0,12.55,2023,318,88,False,False,False,False,True
0.0,5.0,8.8,0.0,13.8,2023,318,88,False,False,False,True,False
26.0,5.0,7.6,0.0,12.6,2023,318,88,True,False,False,False,False
40.0,3.6,8.133,0.0,11.733,2023,309,85,False,False,False,False,True
103.0,4.9,8.0,0.0,12.9,2023,19,0,False,False,False,False,True
11.0,4.9,8.433,0.0,13.333,2023,19,0,False,False,False,False,True
106.0,3.3,6.933,0.0,10.233,2022,224,67,False,False,False,False,True
50.0,4.2,7.0,0.0,11.2,2023,200,58,False,False,False,False,True
25.0,4.8,8.1,0.0,12.9,2023,336,13,False,False,False,False,True
96.0,5.3,7.633,0.0,12.933,2022,339,13,False,False,False,False,True
109.0,5.3,7.433,0.0,12.733,2023,339,13,False,False,False,False,True
6.0,5.3,8.366,0.0,13.666,2023,339,13,True,False,False,False,False
38.0,5.0,7.033,0.0,12.033,2023,339,13,False,False,False,False,True
82.0,3.7,8.8,0.0,12.5,2022,337,61,False,False,False,False,True
26.0,5.1,7.7,0.0,12.8,2023,526,78,False,False,False,False,True
13.0,5.1,7.733,0.0,12.833,2023,526,78,True,False,False,False,False
0.0,5.1,8.9,0.0,14.0,2023,80,9,False,True,False,False,False
0.0,5.1,8.3,0.0,13.4,2023,80,9,False,False,True,False,False
46.0,5.1,7.65,0.0,12.75,2023,182,88,True,False,False,False,False
29.0,4.9,6.5,0.0,11.4,2023,182,88,True,False,False,False,False
99.0,4.8,8.0,0.0,12.8,2022,248,18,False,False,False,False,True
36.0,5.1,8.566,0.0,13.666,2022,248,18,False,False,False,False,True
25.0,4.8,8.0,0.0,12.8,2022,248,18,False,False,False,False,True
26.0,4.8,8.633,0.0,13.433,2023,248,18,False,False,False,False,True
64.0,4.8,8.166,0.0,12.966,2023,248,18,False,False,False,False,True
12.0,5.0,7.55,0.0,12.55,2022,248,18,True,False,False,False,False
32.0,4.9,7.15,0.0,12.05,2022,248,18,False,False,False,False,True
22.0,4.4,7.8,0.0,12.2,2023,734,90,False,False,False,False,True
0.0,4.7,8.167,0.0,12.867,2023,735,90,False,False,True,False,False
18.0,3.8,7.833,0.0,11.633,2022,514,0,False,False,False,False,True
24.0,3.8,8.2,0.0,12.0,2023,502,69,False,False,False,False,True
0.0,3.9,7.867,0.0,11.767,2023,501,69,False,True,False,False,False
0.0,3.8,7.6,0.0,11.4,2023,501,69,False,False,True,False,False
4.0,6.6,8.466,0.0,15.066,2022,222,86,False,False,False,True,False
5.0,6.6,8.6,0.0,15.2,2022,222,86,False,False,False,False,True
2.0,6.5,8.4,0.0,14.9,2022,222,86,False,False,False,True,False
1.0,6.5,8.6,0.0,15.1,2022,222,86,False,False,False,False,True
3.0,6.5,7.9,0.0,14.4,2022,222,86,False,False,False,False,True
2.0,6.5,8.3,0.0,14.8,2022,222,86,False,False,False,True,False
1.0,6.6,8.2,0.0,14.8,2022,222,86,False,False,False,True,False
1.0,6.6,8.55,0.0,15.15,2022,222,86,False,False,False,False,True
1.0,6.5,8.9,0.0,15.4,2023,222,86,False,False,False,False,True
1.0,6.5,8.3,0.0,14.8,2023,222,86,False,False,False,True,False
6.0,5.7,7.75,0.0,13.45,2023,222,86,False,False,False,True,False
5.0,6.0,8.15,0.0,14.15,2023,222,86,False,False,False,False,True
7.0,6.5,7.2,0.0,13.7,2022,222,86,False,False,False,True,False
5.0,6.5,8.2,0.0,14.7,2022,222,86,False,False,False,False,True
2.0,6.5,8.7,0.0,15.2,2022,222,86,False,True,False,False,False
63.0,6.5,7.266,0.0,13.766,2023,222,86,False,False,False,False,True
5.0,6.5,8.0,0.0,14.5,2023,222,86,False,False,False,True,False
3.0,6.5,8.2,0.0,14.7,2023,222,86,False,False,False,False,True
3.0,6.5,8.233,0.0,14.733,2023,222,86,False,False,False,True,False
3.0,6.5,8.233,0.0,14.733,2023,222,86,False,False,False,False,True
2.0,6.5,8.466,0.0,14.966,2023,222,86,False,False,False,True,False
6.0,6.0,7.85,0.0,13.85,2023,222,86,False,False,False,False,True
2.0,6.5,8.433,0.0,14.933,2023,222,86,False,False,False,True,False
1.0,6.5,8.6,0.0,15.1,2023,222,86,False,False,False,False,True
5.0,6.5,7.1,0.0,13.6,2023,222,86,False,False,False,True,False
1.0,6.5,8.6,0.0,15.1,2023,222,86,False,False,False,False,True
3.0,6.5,7.766,0.0,14.266,2023,222,86,False,False,False,True,False
8.0,6.5,7.85,0.0,14.35,2023,222,86,False,False,False,False,True
56.0,3.0,6.8,0.0,9.8,2023,633,37,False,False,False,False,True
33.0,4.2,8.3,0.0,12.5,2023,369,13,False,False,False,False,True
73.0,4.2,8.5,0.0,12.7,2022,459,4,False,False,False,False,True
0.0,4.3,8.95,0.0,13.25,2022,495,88,False,False,False,False,True
0.0,4.3,9.45,0.0,13.75,2022,495,88,False,False,False,True,False
28.0,4.3,8.4,0.0,12.7,2023,495,88,True,False,False,False,False
25.0,4.6,8.05,0.0,12.65,2022,495,88,True,False,False,False,False
24.0,4.3,9.2,0.0,13.5,2023,495,88,True,False,False,False,False
0.0,4.3,8.95,0.0,13.25,2023,495,88,False,False,False,False,True
0.0,4.3,9.1,0.0,13.4,2023,495,88,False,False,False,True,False
30.0,4.3,7.0,0.0,11.3,2023,495,88,True,False,False,False,False
58.0,4.5,7.85,0.0,12.35,2023,61,88,True,False,False,False,False
115.0,5.3,7.233,0.0,12.533,2022,10,86,False,False,False,False,True
15.0,5.6,8.533,0.0,14.133,2022,10,86,False,False,False,False,True
13.0,5.6,8.266,0.0,13.866,2022,10,86,False,True,False,False,False
55.0,5.6,8.266,0.0,13.866,2023,10,86,False,False,False,False,True
8.0,5.6,8.466,0.0,14.066,2023,10,86,False,False,False,True,False
8.0,5.6,8.4,0.0,14.0,2023,10,86,False,False,False,False,True
18.0,5.6,8.166,0.0,13.766,2023,10,86,False,False,False,False,True
3.0,5.6,8.7,0.0,14.3,2023,10,86,True,False,False,False,False
17.0,5.6,8.4,0.0,14.0,2023,10,86,False,False,False,False,True
25.0,5.6,8.05,0.0,13.65,2023,10,86,False,False,False,False,True
54.0,3.3,7.367,0.0,10.667,2023,258,51,False,False,False,False,True
32.0,4.7,4.65,0.0,9.35,2023,603,63,False,False,False,False,True
24.0,4.8,8.133,0.0,12.933,2023,603,63,False,False,False,False,True
0.0,5.2,6.7,0.0,11.9,2023,602,63,False,False,True,False,False
22.0,3.5,8.65,0.0,12.15,2023,321,29,False,False,False,False,True
66.0,4.6,7.333,0.0,11.933,2023,64,89,False,False,False,False,True
24.0,4.6,8.266,0.0,12.866,2023,64,89,False,False,False,False,True
15.0,4.6,8.266,0.3,12.566,2023,64,89,True,False,False,False,False
64.0,5.1,8.433,0.0,13.533,2022,3,89,False,False,False,False,True
16.0,4.9,8.733,0.0,13.633,2023,3,89,False,False,False,False,True
12.0,5.1,8.7,0.0,13.8,2023,3,89,False,False,False,False,True
117.0,4.9,7.633,0.0,12.533,2023,3,89,False,False,False,False,True
71.0,5.1,8.366,0.0,13.466,2022,287,48,False,False,False,False,True
18.0,5.1,8.5,0.0,13.6,2023,287,48,False,False,False,False,True
21.0,4.9,6.866,0.0,11.766,2022,287,48,False,False,False,False,True
18.0,4.7,7.95,0.0,12.65,2022,287,48,False,False,False,False,True
25.0,5.1,7.4,0.0,12.5,2023,287,48,False,False,False,False,True
9.0,5.1,8.15,0.0,13.25,2022,287,48,False,False,False,False,True
23.0,5.1,8.166,0.0,13.266,2023,287,48,False,False,False,False,True
135.0,4.2,7.3,0.0,11.5,2023,287,48,False,False,False,False,True
25.0,5.1,7.3,0.0,12.4,2023,287,48,False,False,False,False,True
23.0,5.1,7.2,0.0,12.3,2023,287,48,False,False,False,False,True
12.0,5.1,8.5,0.0,13.6,2023,287,48,False,False,False,False,True
25.0,5.1,6.833,0.0,11.933,2023,287,48,False,False,False,False,True
46.0,5.1,7.633,0.0,12.733,2023,287,48,False,False,False,False,True
15.0,4.8,8.4,0.0,13.2,2023,287,48,True,False,False,False,False
35.0,5.1,7.5,0.0,12.6,2023,242,50,False,False,False,False,True
7.0,5.1,7.866,0.0,12.966,2023,242,50,False,False,False,True,False
9.0,5.4,8.733,0.0,14.133,2023,242,50,False,False,False,False,True
5.0,5.4,8.933,0.0,14.333,2023,242,50,True,False,False,False,False
44.0,3.6,5.1,0.0,8.7,2023,147,19,False,False,False,False,True
83.0,4.3,8.333,0.0,12.633,2023,147,19,False,False,False,False,True
9.0,4.6,8.65,0.0,13.25,2022,231,73,True,False,False,False,False
20.0,4.6,8.75,0.0,13.35,2022,231,73,False,False,False,False,True
9.0,6.1,8.333,0.0,14.433,2022,413,36,True,False,False,False,False
21.0,6.1,8.433,0.0,14.533,2022,413,36,False,False,False,False,True
4.0,6.1,8.433,0.0,14.533,2022,413,36,False,False,False,True,False
3.0,6.1,8.3,0.0,14.4,2022,413,36,False,False,False,False,True
10.0,5.7,8.033,0.0,13.733,2022,413,36,False,False,False,False,True
13.0,5.4,7.0,0.0,12.4,2022,413,36,False,False,False,False,True
3.0,5.9,8.2,0.0,14.1,2023,413,36,False,False,False,True,False
5.0,5.6,8.3,0.0,13.9,2023,413,36,False,False,False,False,True
12.0,5.6,8.15,0.0,13.75,2023,413,36,False,False,False,False,True
26.0,5.8,8.166,0.0,13.966,2022,413,36,False,False,False,False,True
16.0,6.1,7.733,0.0,13.833,2022,413,36,False,True,False,False,False
7.0,5.8,7.5,0.0,13.3,2022,413,36,False,False,False,True,False
5.0,5.4,8.55,0.0,13.95,2022,413,36,False,False,False,False,True
58.0,5.7,8.133,0.0,13.833,2023,413,36,False,False,False,False,True
53.0,5.9,7.3,0.0,13.2,2023,413,36,False,False,False,False,True
48.0,4.8,6.666,0.0,11.466,2023,672,83,False,False,False,False,True
31.0,4.8,7.466,0.0,12.266,2023,672,83,False,False,False,False,True
18.0,4.5,7.666,0.0,12.166,2023,672,83,True,False,False,False,False
12.0,5.0,8.05,0.0,13.05,2022,592,29,False,False,False,False,True
13.0,4.6,8.3,0.0,12.9,2023,592,29,False,False,False,False,True
14.0,4.2,8.7,0.0,12.9,2022,197,29,False,False,False,False,True
39.0,5.2,7.8,0.0,13.0,2023,239,9,False,False,False,False,True
0.0,4.8,7.667,0.0,12.467,2023,146,64,False,False,True,False,False
29.0,5.8,6.75,0.0,12.55,2022,229,9,False,False,False,False,True
0.0,3.3,8.233,0.0,11.533,2023,212,8,False,False,True,False,False
32.0,5.1,9.0,0.0,14.1,2022,536,43,False,False,False,False,True
0.0,5.1,8.766,0.0,13.866,2022,536,43,False,True,False,False,False
39.0,5.0,8.633,0.0,13.633,2022,536,43,False,False,False,False,True
19.0,5.0,8.733,0.0,13.733,2022,536,43,False,True,False,False,False
46.0,3.6,7.767,0.0,11.367,2023,77,58,False,False,False,False,True
51.0,4.0,7.166,0.0,11.166,2023,77,58,False,False,False,False,True
39.0,5.9,8.166,0.0,14.066,2023,125,79,False,False,False,False,True
0.0,5.9,8.233,0.0,14.133,2023,125,79,False,True,False,False,False
14.0,5.9,7.35,0.0,13.25,2023,125,79,False,False,False,False,True
31.0,4.9,6.05,0.0,10.95,2023,129,29,False,False,False,False,True
10.0,5.3,8.45,0.0,13.75,2022,238,88,True,False,False,False,False
13.0,5.2,8.75,0.0,13.95,2023,238,88,True,False,False,False,False
0.0,5.0,8.65,0.0,13.65,2023,238,88,False,False,False,False,True
0.0,5.4,8.45,0.0,13.85,2023,238,88,False,False,False,True,False
131.0,4.7,7.266,0.0,11.966,2022,33,4,False,False,False,False,True
20.0,5.0,7.9,0.0,12.9,2023,33,4,False,False,False,False,True
54.0,4.7,8.466,0.0,13.166,2022,33,4,False,False,False,False,True
23.0,4.7,8.15,0.0,12.85,2022,33,4,False,False,False,False,True
102.0,4.8,7.2,0.0,12.0,2023,33,4,False,False,False,False,True
0.0,4.9,5.45,0.0,10.35,2022,487,88,False,False,False,False,True
0.0,4.5,8.0,0.0,12.5,2022,487,88,False,False,False,True,False
0.0,4.9,7.7,0.0,12.6,2023,487,88,False,False,False,False,True
0.0,4.9,7.9,0.0,12.8,2023,487,88,False,False,False,True,False
22.0,4.2,8.9,0.0,13.1,2023,487,88,True,False,False,False,False
94.0,5.5,7.466,0.0,12.966,2022,102,28,False,False,False,False,True
11.0,6.3,7.966,0.0,14.266,2022,102,28,False,False,False,False,True
5.0,6.3,8.433,0.0,14.733,2022,102,28,False,True,False,False,False
3.0,6.2,8.4,0.0,14.6,2023,102,28,False,False,False,True,False
6.0,6.2,8.466,0.0,14.666,2023,102,28,False,False,False,False,True
5.0,6.2,8.166,0.0,14.366,2023,102,28,False,False,False,True,False
7.0,5.8,8.6,0.0,14.4,2023,102,28,False,False,False,False,True
21.0,5.8,7.233,0.0,13.033,2022,104,28,False,False,False,False,True
7.0,5.4,7.35,0.0,12.75,2023,104,28,False,False,False,True,False
2.0,6.3,8.2,0.0,14.5,2023,104,28,False,False,False,False,True
32.0,6.2,7.25,0.0,13.45,2023,104,28,False,False,False,False,True
44.0,3.4,8.133,0.0,11.533,2023,372,65,False,False,False,False,True
40.0,4.1,8.233,0.0,12.333,2023,372,65,False,False,False,False,True
23.0,5.0,7.15,0.0,12.15,2023,711,90,False,False,False,False,True
0.0,5.3,6.5,0.0,11.8,2023,712,90,False,False,True,False,False
3.0,5.7,8.4,0.0,14.1,2022,92,29,False,False,False,True,False
3.0,5.7,8.6,0.0,14.3,2022,92,29,False,False,False,False,True
7.0,5.7,7.7,0.0,13.4,2022,92,92,False,False,False,True,False
4.0,6.1,8.35,0.0,14.45,2022,92,92,False,False,False,False,True
55.0,4.8,7.666,0.0,12.466,2023,723,33,False,False,False,False,True
0.0,5.6,7.2,0.0,12.8,2022,324,88,False,False,False,False,True
0.0,5.6,8.0,0.0,13.6,2022,324,88,False,False,False,True,False
11.0,5.3,8.05,0.0,13.35,2022,324,88,False,False,False,False,True
21.0,5.6,7.45,0.0,13.05,2022,324,88,True,False,False,False,False
41.0,5.8,7.15,0.0,12.95,2023,324,88,True,False,False,False,False
0.0,6.0,8.5,0.0,14.5,2023,324,88,False,False,False,False,True
0.0,5.6,7.6,0.0,13.2,2023,324,88,False,False,False,True,False
12.0,5.7,7.95,0.0,13.65,2023,324,88,True,False,False,False,False
26.0,4.9,6.55,0.0,11.45,2023,440,9,False,False,False,False,True
7.0,4.8,8.6,0.0,13.4,2023,219,11,False,False,False,False,True
6.0,4.8,8.65,0.0,13.45,2023,219,11,False,False,False,True,False
12.0,5.2,7.9,0.0,13.1,2022,219,11,False,False,False,False,True
0.0,4.8,8.2,0.0,13.0,2023,219,11,False,True,False,False,False
0.0,4.8,8.067,0.0,12.867,2023,219,11,False,False,True,False,False
0.0,5.1,8.75,0.0,13.85,2022,420,88,False,False,False,False,True
0.0,5.1,8.5,0.0,13.6,2022,420,88,False,False,False,True,False
17.0,4.9,8.35,0.0,13.25,2023,420,88,True,False,False,False,False
26.0,4.5,7.9,0.0,12.4,2022,420,88,True,False,False,False,False
0.0,5.3,8.15,0.0,13.45,2023,420,88,False,False,False,False,True
0.0,5.3,8.55,0.0,13.85,2023,420,88,False,False,False,True,False
9.0,5.2,8.6,0.0,13.8,2023,420,88,True,False,False,False,False
24.0,5.3,8.266,0.0,13.566,2023,420,88,False,False,False,False,True
0.0,5.5,7.9,0.0,13.4,2022,101,88,False,False,False,False,True
0.0,5.6,6.8,0.0,12.4,2022,101,88,False,False,False,True,False
4.0,6.0,9.0,0.0,15.0,2023,101,88,True,False,False,False,False
6.0,5.9,8.65,0.0,14.55,2023,101,88,True,False,False,False,False
0.0,5.9,8.7,0.0,14.6,2023,101,88,False,False,False,False,True
0.0,5.9,9.05,0.0,14.95,2023,101,88,False,False,False,True,False
20.0,5.6,7.7,0.0,13.3,2023,101,88,True,False,False,False,False
2.0,5.9,8.4,0.0,14.3,2023,101,88,True,False,False,False,False
16.0,5.6,7.833,0.0,13.433,2023,101,88,False,False,False,False,True
43.0,4.5,8.35,0.0,12.85,2023,203,88,True,False,False,False,False
26.0,4.8,8.066,0.0,12.866,2023,411,15,False,False,False,False,True
0.0,4.8,7.267,0.0,12.067,2023,412,15,False,False,True,False,False
16.0,5.2,8.65,0.0,13.85,2023,137,88,True,False,False,False,False
0.0,5.6,8.4,0.0,14.0,2023,137,88,False,False,False,False,True
0.0,5.6,8.3,0.0,13.9,2023,137,88,False,False,False,True,False
10.0,5.3,8.4,0.0,13.7,2023,435,43,False,False,False,False,True
21.0,5.3,8.4,0.0,13.7,2023,435,43,False,False,False,False,True
11.0,5.3,8.566,0.0,13.866,2023,435,43,True,False,False,False,False
47.0,4.0,7.633,0.0,11.633,2023,589,83,False,False,False,False,True
92.0,4.8,8.266,0.0,13.066,2023,590,54,False,False,False,False,True
26.0,4.8,7.833,0.0,12.633,2023,590,54,False,False,False,False,True
108.0,4.5,7.166,0.0,11.666,2023,590,54,False,False,False,False,True
0.0,5.5,7.9,0.0,13.4,2022,243,88,False,False,False,False,True
0.0,5.3,7.0,0.0,12.3,2022,243,88,False,False,False,True,False
19.0,5.1,8.05,0.0,13.15,2022,243,88,True,False,False,False,False
15.0,5.8,7.75,0.0,13.55,2023,243,88,True,False,False,False,False
54.0,5.3,8.366,0.0,13.666,2022,571,33,False,False,False,False,True
106.0,5.7,7.1,0.0,12.8,2023,571,33,False,False,False,False,True
0.0,5.7,7.866,0.0,13.566,2023,571,33,False,True,False,False,False
16.0,5.7,7.7,0.0,13.4,2023,571,33,False,False,False,False,True
14.0,5.4,8.266,0.0,13.666,2023,571,33,True,False,False,False,False
12.0,5.7,8.5,0.0,14.2,2023,571,33,False,False,False,False,True
50.0,4.8,7.35,0.0,12.15,2023,571,30,False,False,False,False,True
20.0,3.7,8.5,0.0,12.2,2022,269,29,False,False,False,False,True
31.0,4.3,8.95,0.0,13.25,2023,273,88,True,False,False,False,False
41.0,4.2,5.933,0.0,10.133,2023,401,76,False,False,False,False,True
114.0,4.2,6.433,0.0,10.633,2023,401,76,False,False,False,False,True
83.0,5.4,7.8,0.0,13.2,2022,703,3,False,False,False,False,True
6.0,5.4,8.15,0.0,13.55,2023,703,3,False,False,False,False,True
5.0,5.4,8.5,0.0,13.9,2023,703,3,False,False,False,True,False
6.0,5.4,8.266,0.0,13.666,2023,703,3,False,False,False,True,False
8.0,5.4,8.6,0.0,14.0,2023,703,3,False,False,False,False,True
8.0,5.4,7.733,0.0,13.133,2022,703,3,False,False,False,True,False
8.0,5.4,8.65,0.0,14.05,2022,703,3,False,False,False,False,True
8.0,4.3,7.7,0.0,12.0,2023,267,86,False,False,False,True,False
6.0,5.0,8.7,0.0,13.7,2023,267,86,False,False,False,False,True
43.0,5.0,8.4,0.0,13.4,2023,267,86,False,False,False,False,True
23.0,4.9,8.65,0.0,13.55,2023,479,88,True,False,False,False,False
0.0,5.5,8.35,0.0,13.85,2022,680,88,False,False,False,False,True
0.0,5.5,8.0,0.0,13.5,2022,680,88,False,False,False,True,False
11.0,5.6,8.4,0.0,14.0,2023,680,88,True,False,False,False,False
15.0,5.4,7.75,0.0,13.15,2022,680,88,False,False,False,False,True
5.0,5.5,8.65,0.0,14.15,2022,680,88,True,False,False,False,False
10.0,5.6,8.4,0.0,14.0,2023,680,88,True,False,False,False,False
0.0,5.8,8.65,0.0,14.45,2023,680,88,False,False,False,False,True
0.0,5.3,6.9,0.0,12.2,2023,680,88,False,False,False,True,False
17.0,5.3,8.1,0.0,13.4,2022,240,70,True,False,False,False,False
68.0,5.3,8.2,0.0,13.5,2022,240,70,False,False,False,False,True
11.0,5.3,8.0,0.0,13.3,2023,240,70,False,False,False,False,True
7.0,5.3,8.6,0.0,13.9,2022,240,70,False,False,False,True,False
5.0,5.3,8.8,0.0,14.1,2022,240,70,False,False,False,False,True
44.0,5.3,8.233,0.0,13.533,2022,240,70,False,False,False,False,True
7.0,4.9,7.7,0.0,12.6,2022,240,70,False,False,False,True,False
7.0,5.3,8.2,0.0,13.5,2022,240,70,False,False,False,False,True
38.0,4.1,6.866,0.0,10.966,2023,240,70,False,False,False,False,True
20.0,5.0,8.266,0.0,13.266,2023,240,70,True,False,False,False,False
22.0,5.0,8.933,0.0,13.933,2023,240,70,False,False,False,False,True
75.0,4.9,8.466,0.0,13.366,2022,606,70,False,False,False,False,True
43.0,4.9,8.633,0.0,13.533,2022,606,70,False,False,False,False,True
114.0,5.1,7.566,0.0,12.666,2023,606,70,False,False,False,False,True
28.0,5.1,6.966,0.0,12.066,2023,606,70,False,False,False,False,True
30.0,4.9,8.733,0.0,13.633,2023,606,70,False,False,False,False,True
0.0,4.4,8.133,0.0,12.533,2023,565,22,False,False,True,False,False
5.0,6.7,8.266,0.0,14.966,2022,367,15,False,False,False,True,False
6.0,6.7,8.466,0.0,15.166,2022,367,15,False,False,False,False,True
23.0,6.0,6.366,0.0,12.366,2022,368,15,True,False,False,False,False
108.0,3.8,8.8,0.0,12.6,2022,256,67,False,False,False,False,True
95.0,4.1,7.566,0.0,11.666,2022,256,67,False,False,False,False,True
71.0,3.8,9.033,0.0,12.833,2023,256,67,False,False,False,False,True
0.0,4.9,6.367,0.0,11.267,2023,279,13,False,False,True,False,False
41.0,4.4,8.45,0.0,12.85,2023,315,26,False,False,False,False,True
