Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_aafinal,round_final,round_qual,round_teamfinal,round_teamqual
2.0,6.1,8.2,0.0,14.3,2023,555,11,False,False,True,False,False
61.0,5.5,7.166,0.0,12.666,2023,63,46,False,False,True,False,False
23.0,4.9,7.35,0.0,12.25,2023,387,86,True,False,False,False,False
35.0,2.4,7.9,0.0,10.3,2023,481,29,False,False,True,False,False
41.0,4.2,5.733,0.5,9.433,2023,484,29,False,False,True,False,False
0.0,1.0,6.233,4.0,3.233,2023,87,10,False,False,False,False,True
19.0,4.6,7.05,0.0,11.65,2022,603,31,False,False,True,False,False
12.0,5.0,6.4,0.0,11.4,2022,603,72,True,False,False,False,False
8.0,4.8,7.566,0.0,12.366,2022,603,72,False,True,False,False,False
11.0,4.8,7.45,0.0,12.25,2022,603,72,False,False,True,False,False
135.0,4.6,5.333,0.0,9.933,2022,178,87,False,False,True,False,False
23.0,4.6,6.467,0.0,11.067,2023,178,87,False,False,True,False,False
13.0,4.6,7.566,0.0,12.166,2022,178,87,False,False,True,False,False
8.0,4.6,5.866,0.0,10.466,2022,178,87,False,True,False,False,False
6.0,4.8,6.533,0.0,11.333,2022,178,87,False,False,True,False,False
10.0,4.8,7.45,0.0,12.25,2022,178,87,False,False,True,False,False
11.0,5.0,7.233,0.0,12.233,2023,178,87,False,False,True,False,False
8.0,4.9,5.733,0.0,10.633,2023,178,87,False,True,False,False,False
64.0,5.1,7.5,0.0,12.6,2023,178,87,False,False,True,False,False
8.0,4.9,7.2,0.0,12.1,2023,178,87,False,True,False,False,False
8.0,5.0,7.5,0.0,12.5,2023,178,87,False,False,True,False,False
22.0,5.0,5.7,0.0,10.7,2023,178,87,False,False,True,False,False
22.0,4.5,3.866,0.5,7.866,2023,178,87,False,False,True,False,False
22.0,3.2,6.9,0.0,10.1,2022,689,45,False,False,True,False,False
28.0,4.1,5.7,0.0,9.8,2023,662,88,False,False,True,False,False
0.0,4.2,6.967,0.0,11.167,2023,663,88,False,False,False,False,True
114.0,4.8,6.733,0.0,11.533,2023,620,21,False,False,True,False,False
68.0,3.8,7.766,0.0,11.566,2023,620,21,False,False,True,False,False
43.0,3.2,7.0,0.0,10.2,2022,42,31,False,False,True,False,False
28.0,4.5,6.3,0.0,10.8,2023,489,25,False,False,True,False,False
111.0,4.4,6.533,0.0,10.933,2022,641,20,False,False,True,False,False
79.0,4.5,6.5,0.0,11.0,2022,641,20,False,False,True,False,False
15.0,4.5,6.4,0.0,10.9,2022,641,20,True,False,False,False,False
21.0,4.5,7.1,0.0,11.6,2022,641,20,False,False,True,False,False
22.0,4.5,6.733,0.0,11.233,2022,161,39,False,False,True,False,False
13.0,3.1,7.0,0.0,10.1,2022,161,39,False,False,True,False,False
6.0,5.1,7.366,0.0,12.466,2023,161,39,False,True,False,False,False
6.0,5.3,7.6,0.0,12.9,2023,161,39,False,False,True,False,False
8.0,4.9,6.767,0.0,11.667,2023,161,39,False,False,True,False,False
7.0,4.0,5.267,0.0,9.267,2023,161,39,False,True,False,False,False
76.0,5.1,7.133,0.0,12.233,2022,161,39,False,False,True,False,False
122.0,5.1,6.2,0.0,11.3,2023,161,39,False,False,True,False,False
44.0,3.3,6.9,0.0,10.2,2022,576,31,False,False,True,False,False
39.0,3.3,6.15,0.0,9.45,2023,576,31,False,False,True,False,False
30.0,3.9,7.0,0.0,10.9,2022,604,31,False,False,True,False,False
38.0,4.2,5.3,0.0,9.5,2023,604,31,False,False,True,False,False
76.0,3.5,7.6,0.0,11.1,2022,4,79,False,False,True,False,False
98.0,3.5,6.733,0.0,10.233,2023,4,79,False,False,True,False,False
25.0,4.8,7.45,0.0,12.25,2023,242,11,False,False,True,False,False
53.0,5.4,7.366,0.0,12.766,2023,284,11,False,False,True,False,False
18.0,5.1,6.066,0.0,11.166,2023,284,11,False,False,True,False,False
4.0,5.5,7.6,0.0,13.1,2023,284,11,True,False,False,False,False
38.0,5.1,5.833,0.0,10.933,2023,284,11,False,False,True,False,False
21.0,5.9,6.866,0.0,12.766,2022,46,69,True,False,False,False,False
27.0,5.9,7.533,0.0,13.433,2022,46,69,False,False,True,False,False
1.0,5.9,7.7,0.0,13.6,2022,46,69,False,False,True,False,False
1.0,5.9,7.7,0.0,13.6,2022,46,69,False,True,False,False,False
21.0,4.9,5.3,0.0,10.2,2023,46,69,False,False,True,False,False
12.0,5.9,7.6,0.0,13.5,2022,46,69,False,False,True,False,False
23.0,6.1,5.566,0.0,11.666,2023,46,69,True,False,False,False,False
29.0,6.2,7.166,0.0,13.366,2023,46,69,False,False,True,False,False
11.0,6.0,7.133,0.0,13.133,2023,46,69,True,False,False,False,False
13.0,6.2,7.4,0.0,13.6,2023,46,69,False,False,True,False,False
10.0,5.7,7.3,0.0,13.0,2022,633,86,True,False,False,False,False
0.0,5.2,7.767,0.0,12.967,2023,635,68,False,False,False,True,False
0.0,5.1,7.8,0.0,12.9,2023,635,68,False,False,False,False,True
19.0,5.1,6.633,0.0,11.733,2022,164,85,False,False,True,False,False
2.0,5.3,6.8,0.0,12.1,2022,164,85,False,False,True,False,False
4.0,5.0,6.233,0.0,11.233,2022,164,85,False,True,False,False,False
3.0,5.3,7.266,0.0,12.566,2022,164,85,False,False,True,False,False
4.0,5.3,7.666,0.0,12.966,2022,164,85,False,True,False,False,False
2.0,5.3,7.533,0.0,12.833,2022,164,85,False,False,True,False,False
3.0,5.3,7.166,0.0,12.466,2022,164,85,False,True,False,False,False
97.0,4.2,7.4,0.0,11.6,2022,11,49,False,False,True,False,False
22.0,4.4,6.833,0.0,11.233,2023,11,49,False,False,True,False,False
19.0,4.2,7.5,0.0,11.7,2023,11,49,False,False,True,False,False
139.0,4.0,6.5,0.0,10.5,2023,11,49,False,False,True,False,False
24.0,4.5,6.7,0.0,11.2,2023,11,49,False,False,True,False,False
26.0,4.2,6.833,0.0,11.033,2023,11,49,False,False,True,False,False
13.0,4.3,6.8,0.0,11.1,2023,11,49,False,False,True,False,False
7.0,4.1,7.466,0.0,11.566,2023,11,49,False,True,False,False,False
13.0,4.3,7.7,0.0,12.0,2023,11,49,False,False,True,False,False
8.0,4.1,7.0,0.0,11.1,2023,11,49,True,False,False,False,False
13.0,5.1,6.6,0.0,11.7,2023,222,59,False,False,True,False,False
10.0,5.1,7.733,0.0,12.833,2023,88,46,False,False,True,False,False
42.0,4.1,5.15,0.0,9.25,2023,197,31,False,False,True,False,False
75.0,3.4,7.9,0.0,11.3,2023,137,22,False,False,True,False,False
49.0,2.4,7.35,0.0,9.75,2022,694,31,False,False,True,False,False
13.0,4.3,7.2,0.0,11.5,2023,637,70,False,False,True,False,False
43.0,4.5,4.4,0.0,8.9,2023,637,70,False,False,True,False,False
44.0,3.2,7.333,0.0,10.533,2023,122,23,False,False,True,False,False
0.0,3.4,7.7,0.0,11.1,2023,123,23,False,False,False,False,True
75.0,4.7,7.566,0.0,12.266,2023,389,78,False,False,True,False,False
77.0,4.7,6.533,0.0,11.233,2023,389,78,False,False,True,False,False
108.0,3.6,5.8,0.3,9.1,2022,658,52,False,False,True,False,False
87.0,3.5,7.3,0.0,10.8,2023,658,52,False,False,True,False,False
6.0,6.0,8.333,0.0,14.333,2023,610,86,True,False,False,False,False
5.0,6.0,8.2,0.0,14.2,2023,610,86,False,True,False,False,False
5.0,6.0,8.4,0.0,14.4,2023,610,86,False,False,True,False,False
0.0,6.0,8.466,0.0,14.466,2023,610,86,False,False,False,True,False
3.0,6.0,8.0,0.0,14.0,2023,610,86,True,False,False,False,False
0.0,6.0,8.35,0.0,14.35,2023,610,86,False,False,True,False,False
0.0,6.0,8.05,0.0,14.05,2023,610,86,False,True,False,False,False
8.0,4.8,7.7,0.0,12.5,2023,140,84,False,False,True,False,False
5.0,4.8,7.733,0.0,12.533,2023,140,84,False,True,False,False,False
74.0,4.8,6.533,0.0,11.333,2023,140,84,False,False,True,False,False
4.0,5.7,8.15,0.0,13.85,2023,198,13,False,True,False,False,False
3.0,5.7,8.2,0.0,13.9,2023,198,13,False,False,True,False,False
3.0,5.7,8.233,0.0,13.933,2022,201,13,True,False,False,False,False
20.0,5.7,8.233,0.0,13.933,2022,201,13,False,False,True,False,False
0.0,5.7,8.333,0.0,14.033,2022,201,13,False,False,False,True,False
22.0,5.2,6.933,0.0,12.133,2023,201,13,True,False,False,False,False
8.0,5.7,8.1,0.0,13.8,2023,201,13,False,True,False,False,False
9.0,6.0,8.133,0.0,14.133,2023,201,13,False,False,True,False,False
63.0,5.5,7.066,0.0,12.566,2022,614,86,False,False,True,False,False
0.0,5.6,8.25,0.0,13.85,2022,614,86,False,False,True,False,False
0.0,5.5,8.4,0.0,13.9,2022,614,86,False,True,False,False,False
7.0,5.0,8.15,0.0,13.15,2022,614,86,True,False,False,False,False
8.0,5.9,8.233,0.0,14.133,2023,614,86,False,False,True,False,False
0.0,5.9,8.266,0.0,14.166,2023,614,86,False,False,False,True,False
2.0,5.9,8.45,0.0,14.35,2023,614,86,True,False,False,False,False
0.0,5.9,8.5,0.0,14.4,2023,614,86,False,False,True,False,False
0.0,5.9,8.5,0.0,14.4,2023,614,86,False,True,False,False,False
8.0,5.9,7.25,0.0,13.15,2023,614,86,True,False,False,False,False
13.0,3.7,8.0,0.0,11.7,2023,416,16,True,False,False,False,False
16.0,3.7,8.266,0.0,11.966,2023,416,16,False,False,True,False,False
106.0,4.4,7.266,0.0,11.666,2023,390,5,False,False,True,False,False
22.0,4.0,6.3,0.0,10.3,2023,92,24,True,False,False,False,False
19.0,4.4,7.366,0.0,11.766,2023,92,24,False,False,True,False,False
0.0,4.5,7.833,0.0,12.333,2023,93,24,False,False,False,False,True
0.0,5.9,6.4,0.0,12.3,2022,143,86,False,False,True,False,False
0.0,5.7,7.7,0.0,13.4,2022,143,86,False,True,False,False,False
3.0,5.7,7.7,0.0,13.4,2023,143,86,True,False,False,False,False
15.0,5.5,7.15,0.0,12.65,2022,143,86,True,False,False,False,False
9.0,5.5,8.15,0.0,13.65,2023,143,86,True,False,False,False,False
0.0,5.4,7.7,0.0,13.1,2023,143,86,False,False,True,False,False
0.0,5.4,7.95,0.0,13.35,2023,143,86,False,True,False,False,False
2.0,5.7,8.05,0.0,13.75,2023,143,86,True,False,False,False,False
143.0,2.2,6.2,0.0,8.4,2022,193,57,False,False,True,False,False
8.0,3.4,5.5,0.0,8.9,2022,193,57,False,True,False,False,False
7.0,3.5,6.533,0.0,10.033,2022,193,57,False,False,True,False,False
23.0,3.3,5.8,0.0,9.1,2023,193,57,False,False,True,False,False
106.0,3.4,6.0,0.0,9.4,2022,193,57,False,False,True,False,False
113.0,3.3,5.4,0.0,8.7,2023,193,57,False,False,True,False,False
26.0,4.0,6.95,0.0,10.95,2023,280,31,False,False,True,False,False
126.0,3.0,7.566,0.0,10.566,2022,229,0,False,False,True,False,False
52.0,4.8,8.0,0.0,12.8,2022,455,30,False,False,True,False,False
59.0,5.3,7.4,0.0,12.7,2023,455,30,False,False,True,False,False
0.0,5.3,7.566,0.0,12.866,2023,455,30,False,False,False,True,False
43.0,4.8,7.7,0.0,12.5,2023,455,30,False,False,True,False,False
56.0,3.3,5.8,0.0,9.1,2022,283,31,False,False,True,False,False
6.0,5.7,8.066,0.0,13.766,2022,423,8,True,False,False,False,False
62.0,5.5,7.166,0.0,12.666,2022,423,8,False,False,True,False,False
26.0,5.1,5.95,0.0,11.05,2023,423,8,False,False,True,False,False
17.0,5.0,8.133,0.0,13.133,2022,423,8,False,False,True,False,False
16.0,5.0,8.133,0.0,13.133,2022,423,8,False,False,False,True,False
77.0,5.4,6.866,0.0,12.266,2023,423,8,False,False,True,False,False
6.0,5.6,8.066,0.0,13.666,2023,423,8,True,False,False,False,False
38.0,5.4,7.233,0.0,12.633,2023,423,8,False,False,True,False,False
9.0,5.6,7.95,0.0,13.55,2023,423,8,False,False,True,False,False
25.0,4.1,7.15,0.0,11.25,2022,205,31,False,False,True,False,False
22.0,4.1,7.45,0.0,11.55,2022,205,72,False,False,True,False,False
48.0,3.6,6.2,0.0,9.8,2022,68,31,False,False,True,False,False
62.0,3.6,4.15,0.0,7.75,2022,460,31,False,False,True,False,False
27.0,2.9,6.9,0.0,9.8,2023,659,62,False,False,True,False,False
34.0,4.1,6.966,0.0,11.066,2023,659,62,False,False,True,False,False
0.0,4.0,6.967,0.0,10.967,2023,660,62,False,False,False,True,False
0.0,4.1,7.4,0.0,11.5,2023,660,62,False,False,False,False,True
30.0,5.7,7.7,0.0,13.4,2022,248,4,False,False,True,False,False
4.0,5.7,7.933,0.0,13.633,2023,248,4,False,True,False,False,False
5.0,5.7,7.8,0.0,13.5,2023,248,4,False,False,True,False,False
5.0,5.7,6.766,0.0,12.466,2023,248,4,False,True,False,False,False
6.0,5.5,7.033,0.0,12.533,2023,248,4,False,False,True,False,False
125.0,3.0,8.1,0.0,11.1,2023,417,37,False,False,True,False,False
16.0,3.4,7.6,0.0,11.0,2023,417,37,True,False,False,False,False
32.0,3.2,7.866,0.0,11.066,2023,417,37,False,False,True,False,False
8.0,5.2,8.266,0.0,13.466,2022,563,4,True,False,False,False,False
24.0,5.3,8.266,0.0,13.566,2022,563,4,False,False,True,False,False
6.0,5.3,8.1,0.0,13.4,2022,563,4,False,False,True,False,False
20.0,5.0,7.4,0.0,12.4,2023,563,4,False,False,True,False,False
5.0,5.9,8.166,0.0,14.066,2022,354,35,False,True,False,False,False
4.0,5.9,8.3,0.0,14.2,2022,354,35,False,False,True,False,False
11.0,5.6,7.833,0.0,13.433,2022,354,35,False,False,False,True,False
13.0,4.2,7.766,0.0,11.966,2023,74,4,False,False,True,False,False
0.0,2.3,8.0,0.0,10.3,2023,51,24,False,False,False,False,True
23.0,4.1,7.466,0.0,11.566,2023,279,28,False,False,True,False,False
82.0,5.5,6.566,0.0,12.066,2022,537,55,False,False,True,False,False
10.0,5.4,6.766,0.0,12.166,2022,537,55,False,False,True,False,False
109.0,5.1,6.533,0.0,11.633,2023,537,55,False,False,True,False,False
0.0,5.5,7.433,0.0,12.933,2023,537,55,False,False,False,True,False
0.0,5.5,8.0,0.0,13.5,2023,537,55,False,False,False,False,True
1.0,5.5,7.9,0.0,13.4,2023,537,55,False,True,False,False,False
2.0,5.5,7.75,0.0,13.25,2023,537,55,False,False,True,False,False
8.0,5.7,5.7,0.0,11.4,2023,537,55,False,True,False,False,False
10.0,5.3,7.3,0.0,12.6,2023,537,55,False,False,True,False,False
32.0,3.5,5.15,0.0,8.65,2023,574,19,False,False,True,False,False
0.0,1.9,3.567,0.0,5.467,2023,574,19,False,False,False,False,True
15.0,5.4,7.766,0.0,13.166,2022,285,86,True,False,False,False,False
32.0,5.4,7.933,0.0,13.333,2022,285,86,False,False,True,False,False
0.0,5.5,8.1,0.0,13.6,2022,285,86,False,False,True,False,False
0.0,5.5,7.95,0.0,13.45,2022,285,86,False,True,False,False,False
0.0,5.1,6.95,0.0,12.05,2023,285,86,False,False,True,False,False
0.0,5.4,7.85,0.0,13.25,2023,285,86,False,True,False,False,False
89.0,4.8,7.033,0.0,11.833,2022,114,1,False,False,True,False,False
70.0,4.9,7.6,0.0,12.5,2023,114,1,False,False,True,False,False
22.0,4.9,7.4,0.0,12.3,2022,377,28,True,False,False,False,False
60.0,4.9,7.766,0.0,12.666,2022,377,28,False,False,True,False,False
6.0,5.2,7.65,0.0,12.85,2023,377,28,False,False,True,False,False
5.0,5.2,7.45,0.0,12.65,2023,377,28,False,True,False,False,False
15.0,4.7,7.45,0.0,12.15,2023,377,28,False,False,True,False,False
23.0,5.2,7.8,0.0,13.0,2022,377,28,False,False,True,False,False
20.0,5.2,7.7,0.0,12.9,2022,377,28,False,False,False,True,False
44.0,5.0,7.9,0.0,12.9,2023,377,28,False,False,True,False,False
16.0,5.0,6.633,0.0,11.633,2023,377,28,False,False,True,False,False
14.0,5.0,7.9,0.0,12.9,2023,377,28,True,False,False,False,False
21.0,5.0,8.133,0.0,13.133,2023,377,28,False,False,True,False,False
0.0,3.8,7.267,0.0,11.067,2023,135,14,False,False,False,False,True
33.0,3.8,7.266,0.0,11.066,2023,616,14,False,False,True,False,False
46.0,4.4,5.6,0.0,10.0,2022,144,31,False,False,True,False,False
16.0,5.0,7.9,0.0,12.9,2023,184,86,True,False,False,False,False
0.0,5.0,7.0,0.0,12.0,2023,184,86,False,False,True,False,False
0.0,5.0,7.75,0.0,12.75,2023,184,86,False,True,False,False,False
7.0,5.3,8.05,0.0,13.35,2023,184,86,True,False,False,False,False
67.0,5.1,6.533,0.0,11.633,2023,136,78,False,False,True,False,False
60.0,3.9,4.85,0.0,8.75,2022,522,31,False,False,True,False,False
45.0,0.9,7.3,0.0,8.2,2023,146,38,False,False,True,False,False
20.0,4.0,7.233,0.0,11.233,2023,656,82,False,False,True,False,False
86.0,3.6,7.366,0.0,10.966,2023,245,20,False,False,True,False,False
1.0,5.7,8.166,0.0,13.866,2022,405,30,False,True,False,False,False
2.0,5.7,8.033,0.0,13.733,2022,405,30,False,False,True,False,False
3.0,6.2,7.966,0.0,14.166,2022,405,30,False,True,False,False,False
9.0,6.0,7.833,0.0,13.833,2022,405,30,False,False,True,False,False
14.0,5.6,7.666,0.0,13.266,2022,405,30,False,False,False,True,False
9.0,6.1,6.833,0.0,12.933,2023,405,30,False,True,False,False,False
9.0,6.0,8.133,0.0,14.133,2023,405,30,False,False,True,False,False
0.0,6.0,8.133,0.0,14.133,2023,405,30,False,False,False,True,False
25.0,1.3,8.65,0.0,9.95,2023,130,27,False,False,True,False,False
0.0,1.4,7.4,0.0,8.8,2023,131,27,False,False,False,False,True
34.0,2.8,6.7,0.0,9.5,2022,688,73,False,False,True,False,False
18.0,5.9,8.166,0.0,14.066,2022,309,86,False,False,True,False,False
0.0,5.9,8.2,0.0,14.1,2022,309,86,False,False,False,True,False
5.0,5.8,7.95,0.0,13.75,2023,309,86,False,True,False,False,False
6.0,5.8,7.6,0.0,13.4,2023,309,86,False,False,True,False,False
0.0,5.9,8.35,0.0,14.25,2022,309,86,False,False,True,False,False
0.0,5.8,8.3,0.0,14.1,2022,309,86,False,True,False,False,False
4.0,5.7,8.2,0.0,13.9,2023,309,86,True,False,False,False,False
0.0,5.9,8.3,0.0,14.2,2023,309,86,False,False,True,False,False
0.0,5.8,7.15,0.0,12.95,2023,309,86,False,True,False,False,False
6.0,5.6,7.1,0.0,12.7,2023,309,86,True,False,False,False,False
7.0,5.2,7.2,0.0,12.4,2023,309,86,False,True,False,False,False
3.0,5.9,8.2,0.0,14.1,2023,309,86,False,False,True,False,False
30.0,4.4,6.55,0.0,10.95,2023,151,86,True,False,False,False,False
19.0,4.4,7.6,0.0,12.0,2023,151,86,True,False,False,False,False
44.0,4.2,4.566,0.0,8.766,2023,169,50,False,False,True,False,False
16.0,5.5,7.4,0.0,12.9,2023,519,86,True,False,False,False,False
28.0,4.8,6.4,0.0,11.2,2023,519,86,True,False,False,False,False
24.0,3.8,7.566,0.0,11.366,2023,521,87,False,False,True,False,False
22.0,3.9,7.433,0.0,11.333,2023,521,87,False,False,True,False,False
20.0,3.5,6.666,0.3,9.866,2023,521,87,False,False,True,False,False
13.0,4.1,7.366,0.0,11.466,2023,408,78,False,False,True,False,False
22.0,3.5,6.433,0.0,9.933,2023,640,57,False,False,True,False,False
53.0,3.3,6.05,0.0,9.35,2022,300,31,False,False,True,False,False
88.0,4.2,7.633,0.0,11.833,2022,557,61,False,False,True,False,False
10.0,4.4,7.366,0.0,11.766,2022,557,61,False,False,True,False,False
133.0,4.3,6.5,0.0,10.8,2023,557,61,False,False,True,False,False
27.0,3.9,7.0,0.0,10.9,2023,400,70,False,False,True,False,False
22.0,4.7,6.05,0.0,10.75,2022,7,86,True,False,False,False,False
37.0,5.4,7.633,0.0,13.033,2023,397,69,False,False,True,False,False
35.0,5.3,7.366,0.0,12.666,2023,397,69,False,False,True,False,False
114.0,3.3,4.9,0.0,8.2,2022,424,66,False,False,True,False,False
147.0,4.4,5.266,0.0,9.666,2023,424,66,False,False,True,False,False
30.0,4.1,4.466,0.3,8.266,2023,424,66,False,False,True,False,False
72.0,4.2,7.233,0.0,11.433,2023,424,66,False,False,True,False,False
20.0,4.3,7.533,0.0,11.833,2023,374,75,False,False,True,False,False
17.0,3.6,7.733,0.0,11.333,2023,374,75,False,False,True,False,False
16.0,4.3,7.45,0.0,11.75,2023,330,16,False,False,True,False,False
104.0,4.3,7.366,0.0,11.666,2023,474,1,False,False,True,False,False
9.0,4.5,7.433,0.0,11.933,2023,474,1,True,False,False,False,False
27.0,4.3,6.9,0.0,11.2,2023,474,1,False,False,True,False,False
57.0,5.2,7.533,0.0,12.733,2023,108,39,False,False,True,False,False
42.0,5.1,7.466,0.0,12.566,2023,108,39,False,False,True,False,False
12.0,6.1,7.166,0.0,13.266,2022,26,46,True,False,False,False,False
9.0,6.3,8.1,0.0,14.4,2022,26,46,False,False,True,False,False
0.0,6.2,7.3,0.0,13.5,2022,26,46,False,False,False,True,False
2.0,6.1,8.3,0.0,14.4,2022,26,46,False,True,False,False,False
1.0,6.2,8.366,0.0,14.566,2022,26,46,False,False,True,False,False
1.0,6.2,8.433,0.0,14.633,2022,26,46,False,False,False,True,False
3.0,6.3,8.366,0.0,14.666,2023,26,46,True,False,False,False,False
39.0,5.9,7.133,0.0,13.033,2023,26,46,False,False,True,False,False
0.0,6.0,7.2,0.0,13.2,2023,26,46,False,False,False,True,False
1.0,6.2,8.433,0.0,14.633,2023,26,46,False,True,False,False,False
1.0,6.2,8.266,0.0,14.466,2023,26,46,False,False,True,False,False
1.0,6.2,8.3,0.0,14.5,2023,26,46,False,True,False,False,False
1.0,6.2,8.3,0.0,14.5,2023,26,46,False,False,True,False,False
1.0,6.1,8.3,0.0,14.4,2023,26,46,True,False,False,False,False
1.0,6.2,8.266,0.0,14.466,2023,26,46,False,True,False,False,False
1.0,6.2,8.3,0.0,14.5,2023,26,46,False,False,True,False,False
8.0,6.0,7.9,0.0,13.9,2022,94,46,False,False,True,False,False
7.0,6.0,8.0,0.0,14.0,2022,94,46,False,False,False,True,False
7.0,6.0,8.166,0.0,14.166,2023,94,46,False,False,True,False,False
48.0,5.0,7.866,0.0,12.866,2023,443,8,False,False,True,False,False
3.0,5.1,7.733,0.0,12.833,2023,443,8,False,False,True,False,False
3.0,5.1,7.1,0.0,12.2,2023,443,8,False,True,False,False,False
71.0,5.1,7.266,0.0,12.366,2022,501,70,False,False,True,False,False
5.0,4.7,6.433,0.0,11.133,2022,501,70,False,True,False,False,False
5.0,4.8,6.8,0.0,11.6,2022,501,70,False,False,True,False,False
23.0,4.9,5.05,0.0,9.95,2022,501,70,False,False,True,False,False
81.0,4.9,7.266,0.0,12.166,2023,501,70,False,False,True,False,False
5.0,5.1,7.7,0.0,12.8,2022,501,70,True,False,False,False,False
13.0,4.9,7.15,0.0,12.05,2022,501,70,False,False,True,False,False
