Name,Country,Date,Gender,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Total_Score
Nestor ABAD,ESP,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",SR,0.0,5.3,8.5,0.0,13.8,13.8
Nestor ABAD,ESP,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,20.0,4.8,9.033,0.1,13.733,13.732999999999999
Nestor ABAD,ESP,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,97.0,4.8,9.0,0.3,13.5,13.5
Nestor ABAD,ESP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",FX,86.0,5.4,7.133,0.1,12.433,12.433000000000002
Nestor ABAD,ESP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",HB,10.0,5.3,8.5,0.0,13.8,13.8
Nestor ABAD,ESP,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,10.0,5.3,8.1,0.0,13.4,13.399999999999999
Nestor ABAD,ESP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PB,9.0,5.8,8.6,0.0,14.4,14.399999999999999
Nestor ABAD,ESP,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",PB,10.0,5.8,8.266,0.0,14.066,14.065999999999999
Nestor ABAD,ESP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PH,105.0,5.0,5.5,0.0,10.5,10.5
Nestor ABAD,ESP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",SR,23.0,5.3,8.366,0.0,13.666,13.666
Nestor ABAD,ESP,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,6.0,5.3,8.333,0.0,13.633,13.633
Nestor ABAD,ESP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",VT1,36.0,5.2,9.2,0.3,14.1,14.099999999999998
Nestor ABAD,ESP,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,21.0,5.5,8.666,0.0,14.166,14.166
Nestor ABAD,ESP,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,66.0,4.8,8.233,0.0,13.033,13.033000000000001
Nestor ABAD,ESP,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,59.0,5.8,8.3,0.3,13.8,13.8
Nestor ABAD,ESP,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,58.0,5.0,8.1,0.0,13.1,13.1
Nestor ABAD,ESP,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,33.0,5.3,8.3,0.0,13.6,13.600000000000001
Nestor ABAD,ESP,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,126.0,5.2,8.0,0.0,13.2,13.2
Nestor ABAD,ESP,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,24.0,5.4,7.233,0.0,12.633,12.633
Nestor ABAD,ESP,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",FX,94.0,4.6,8.0,0.1,12.5,12.5
Nestor ABAD,ESP,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,9.0,5.3,8.1,0.0,13.4,13.399999999999999
Nestor ABAD,ESP,2023-04-16,m,2023 Senior European Championships,final,"Antalya, Turkey",HB,4.0,5.3,8.366,0.0,13.666,13.666
Nestor ABAD,ESP,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",HB,5.0,5.3,8.433,0.0,13.733,13.733
Nestor ABAD,ESP,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,10.0,5.8,8.033,0.0,13.833,13.832999999999998
Nestor ABAD,ESP,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PB,23.0,5.8,8.1,0.0,13.9,13.899999999999999
Nestor ABAD,ESP,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,12.0,4.7,8.3,0.0,13.0,13.0
Nestor ABAD,ESP,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PH,28.0,5.0,8.233,0.0,13.233,13.233
Nestor ABAD,ESP,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",SR,17.0,5.3,8.466,0.0,13.766,13.765999999999998
Nestor ABAD,ESP,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,4.0,5.3,8.366,0.0,13.666,13.666
Nestor ABAD,ESP,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,22.0,5.2,7.9,0.1,13.0,13.000000000000002
Nestor ABAD,ESP,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,69.0,4.8,9.0,0.1,13.7,13.700000000000001
Nestor ABAD,ESP,2023-06-04,m,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",HB,1.0,5.3,8.5,0.0,13.8,13.8
Nestor ABAD,ESP,2023-06-04,m,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",HB,1.0,5.3,8.35,0.0,13.65,13.649999999999999
Nestor ABAD,ESP,2023-06-04,m,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",PH,11.0,5.0,7.0,0.0,12.0,12.0
Nestor ABAD,ESP,2023-06-04,m,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",SR,2.0,5.7,8.35,0.0,14.05,14.05
Nestor ABAD,ESP,2023-06-04,m,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",SR,2.0,5.7,8.3,0.0,14.0,14.0
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,17.0,5.1,8.466,0.0,13.566,13.565999999999999
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,34.0,5.1,8.566,0.0,13.666,13.666
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",FX,0.0,5.1,8.633,0.0,13.733,13.732999999999999
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,24.0,5.1,5.1,0.3,9.9,9.899999999999999
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,27.0,5.6,8.0,0.0,13.6,13.6
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",HB,0.0,5.6,8.033,0.0,13.633,13.633
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,20.0,5.3,7.766,0.0,13.066,13.065999999999999
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,52.0,5.3,8.4,0.0,13.7,13.7
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,7.0,5.5,8.166,0.0,13.666,13.666
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,15.0,5.5,8.466,0.0,13.966,13.966
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PH,0.0,5.5,6.8,0.0,12.3,12.3
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,13.0,4.7,8.466,0.0,13.166,13.166
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,60.0,4.7,8.3,0.0,13.0,13.0
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",SR,0.0,4.7,8.333,0.0,13.033,13.033000000000001
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,18.0,4.8,9.066,0.0,13.866,13.866
Yumin ABBADINI,ITA,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,84.0,4.8,8.9,0.1,13.6,13.6
Yumin ABBADINI,ITA,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",FX,19.0,5.4,8.433,0.0,13.833,13.833
Yumin ABBADINI,ITA,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",HB,11.0,5.6,8.2,0.0,13.8,13.799999999999999
Yumin ABBADINI,ITA,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,6.0,5.6,8.166,0.0,13.766,13.766
Yumin ABBADINI,ITA,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PB,91.0,4.7,7.333,0.0,12.033,12.033000000000001
Yumin ABBADINI,ITA,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PH,61.0,5.0,7.533,0.0,12.533,12.533000000000001
Yumin ABBADINI,ITA,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,5.0,5.5,8.333,0.0,13.833,13.833
Yumin ABBADINI,ITA,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,13.0,5.0,8.366,0.0,13.366,13.366
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",FX,8.0,5.4,8.466,0.0,13.866,13.866
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,64.0,5.4,8.433,0.3,13.533,13.533
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",FX,0.0,5.4,8.5,0.0,13.9,13.9
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",HB,6.0,5.9,8.133,0.0,14.033,14.033
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,11.0,5.9,8.133,0.0,14.033,14.033
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",HB,0.0,5.9,8.133,0.0,14.033,14.033
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PB,13.0,5.5,8.433,0.0,13.933,13.933
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,41.0,5.5,8.5,0.0,14.0,14.0
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PH,4.0,5.5,8.3,0.0,13.8,13.8
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,40.0,5.8,7.7,0.0,13.5,13.5
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",PH,0.0,5.8,6.933,0.0,12.733,12.733
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",SR,10.0,4.7,8.6,0.0,13.3,13.3
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,41.0,4.7,8.8,0.0,13.5,13.5
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",SR,0.0,4.7,8.566,0.0,13.266,13.266000000000002
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,18.0,4.8,9.1,0.0,13.9,13.899999999999999
Yumin ABBADINI,ITA,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,80.0,4.8,9.166,0.0,13.966,13.966000000000001
Yumin ABBADINI,ITA,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,11.0,5.5,8.033,0.0,13.533,13.533
Yumin ABBADINI,ITA,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,10.0,5.3,8.233,0.0,13.533,13.533000000000001
Yumin ABBADINI,ITA,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,15.0,6.4,7.033,0.0,13.433,13.433
Yumin ABBADINI,ITA,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,11.0,5.5,8.266,0.0,13.766,13.766
Yumin ABBADINI,ITA,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",FX,11.0,5.5,8.466,0.0,13.966,13.966
Yumin ABBADINI,ITA,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,4.0,5.3,8.166,0.0,13.466,13.466000000000001
Yumin ABBADINI,ITA,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",HB,90.0,5.3,6.833,0.0,12.133,12.133
Yumin ABBADINI,ITA,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,8.0,5.3,8.7,0.0,14.0,14.0
Yumin ABBADINI,ITA,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PB,40.0,5.3,8.2,0.0,13.5,13.5
Yumin ABBADINI,ITA,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,1.0,5.7,8.4,0.0,14.1,14.100000000000001
Yumin ABBADINI,ITA,2023-04-16,m,2023 Senior European Championships,final,"Antalya, Turkey",PH,6.0,5.7,8.466,0.0,14.166,14.166
Yumin ABBADINI,ITA,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PH,6.0,5.7,8.566,0.0,14.266,14.266000000000002
Yumin ABBADINI,ITA,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",SR,26.0,4.7,8.8,0.0,13.5,13.5
Yumin ABBADINI,ITA,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,10.0,4.7,8.566,0.0,13.266,13.266000000000002
Yumin ABBADINI,ITA,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,18.0,4.8,8.866,0.1,13.566,13.566
Yumin ABBADINI,ITA,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,64.0,4.8,8.933,0.0,13.733,13.733
Abdelrahman ABDELHALEEM,EGY,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,113.0,5.2,7.2,0.4,12.0,12.0
Abdelrahman ABDELHALEEM,EGY,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,68.0,4.6,8.166,0.0,12.766,12.766
Abdelrahman ABDELHALEEM,EGY,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,122.0,4.3,8.1,0.0,12.4,12.399999999999999
Abdelrahman ABDELHALEEM,EGY,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,55.0,5.2,7.566,0.0,12.766,12.766
Abdelrahman ABDELHALEEM,EGY,2022-03-20,m,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,15.0,4.8,7.2,0.0,12.0,12.0
Abdelrahman ABDELHALEEM,EGY,2022-03-20,m,2022 Cairo World Cup,qual,"Cairo, Egypt",PH,25.0,5.4,6.766,0.0,12.166,12.166
Abdelrahman ABDELHALEEM,EGY,,m,2022 Paris World Challenge Cup,qual,"Paris, France",HB,26.0,4.6,8.0,0.0,12.6,12.6
Abdelrahman ABDELHALEEM,EGY,,m,2022 Paris World Challenge Cup,qual,"Paris, France",PH,27.0,5.7,7.0,0.0,12.7,12.7
Abdelrahman ABDELHALEEM,EGY,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,21.0,5.8,7.266,0.0,13.066,13.065999999999999
Abdelrahman ABDELHALEEM,EGY,2023-04-30,m,2023 Cairo World Cup,qual,"Cairo, Egypt",PH,9.0,5.6,8.5,0.0,14.1,14.1
Ahmed ABDELRAHMAN,EGY,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,116.0,5.4,7.433,0.9,11.933,11.933
Ahmed ABDELRAHMAN,EGY,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,61.0,4.4,8.566,0.0,12.966,12.966000000000001
Ahmed ABDELRAHMAN,EGY,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,92.0,5.2,7.8,0.0,13.0,13.0
Ahmed ABDELRAHMAN,EGY,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,37.0,4.9,8.266,0.0,13.166,13.166
Ahmed ABDELRAHMAN,EGY,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,50.0,5.2,8.766,0.0,13.966,13.966000000000001
Ahmed ABDELRAHMAN,EGY,2022-03-20,m,2022 Cairo World Cup,qual,"Cairo, Egypt",FX,9.0,5.4,7.966,0.1,13.266,13.266
Ahmed ABDELRAHMAN,EGY,,m,2022 Paris World Challenge Cup,qual,"Paris, France",PH,21.0,4.9,8.05,0.0,12.95,12.950000000000001
Ahmed ABDELRAHMAN,EGY,,m,2022 Paris World Challenge Cup,qual,"Paris, France",VT1,0.0,5.2,8.65,0.1,13.75,13.750000000000002
Ahmed ABDELRAHMAN,EGY,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,117.0,5.3,7.366,0.1,12.566,12.566
Ahmed ABDELRAHMAN,EGY,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,82.0,4.4,8.4,0.0,12.8,12.8
Ahmed ABDELRAHMAN,EGY,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,132.0,4.3,7.466,0.0,11.766,11.766
Ahmed ABDELRAHMAN,EGY,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,94.0,4.2,8.066,0.0,12.266,12.266000000000002
Ahmed ABDELRAHMAN,EGY,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,59.0,5.2,8.933,0.0,14.133,14.133
Ahmed ABDELRAHMAN,EGY,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,33.0,5.1,7.266,0.3,12.066,12.065999999999999
Ahmed ABDELRAHMAN,EGY,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,12.0,5.2,8.266,0.0,13.466,13.466000000000001
Ahmed ABDELRAHMAN,EGY,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,36.0,4.7,7.366,0.0,12.066,12.065999999999999
Ahmed ABDELRAHMAN,EGY,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT1,0.0,5.2,8.166,0.0,13.366,13.366
Ahmed ABDELRAHMAN,EGY,2023-04-30,m,2023 Cairo World Cup,qual,"Cairo, Egypt",FX,38.0,5.2,6.333,0.4,11.133,11.133000000000001
Ahmed ABDELRAHMAN,EGY,2023-04-30,m,2023 Cairo World Cup,qual,"Cairo, Egypt",VT1,17.0,5.6,7.833,0.0,13.433,13.433
Ahmed ABDELRAHMAN,EGY,2023-04-30,m,2023 Cairo World Cup,qual,"Cairo, Egypt",VT2,17.0,5.2,7.9,0.0,13.1,13.100000000000001
Ally Hamuda ABDULLAH,MAS,,m,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PB,44.0,3.9,7.966,0.0,11.866,11.866
Ally Hamuda ABDULLAH,MAS,,m,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,SR,14.0,5.2,8.166,0.0,13.366,13.366
Ally Hamuda ABDULLAH,MAS,2023-02-26,m,2023 Cottbus World Cup,qual,"Cottbus, Germany",SR,46.0,4.8,5.133,0.0,9.933,9.933
Rasuljon ABDURAKHIMOV,UZB,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,39.0,4.6,8.666,0.0,13.266,13.266
Rasuljon ABDURAKHIMOV,UZB,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,28.0,6.0,8.233,0.0,14.233,14.233
Rasuljon ABDURAKHIMOV,UZB,,m,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",FX,26.0,4.7,7.967,0.0,12.667,12.667
Rasuljon ABDURAKHIMOV,UZB,,m,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",HB,27.0,4.3,8.133,0.0,12.433,12.433
Rasuljon ABDURAKHIMOV,UZB,,m,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",PB,24.0,5.3,8.1,0.0,13.4,13.399999999999999
Rasuljon ABDURAKHIMOV,UZB,,m,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",PH,43.0,4.6,5.9,0.0,10.5,10.5
Rasuljon ABDURAKHIMOV,UZB,,m,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",SR,26.0,4.1,8.467,0.0,12.567,12.567
Rasuljon ABDURAKHIMOV,UZB,2022-04-03,m,2022 Baku World Cup,qual,"Baku, Azerbaijan",HB,13.0,4.8,8.466,0.0,13.266,13.265999999999998
Rasuljon ABDURAKHIMOV,UZB,2022-04-03,m,2022 Baku World Cup,qual,"Baku, Azerbaijan",PB,26.0,5.8,6.533,0.0,12.333,12.333
Rasuljon ABDURAKHIMOV,UZB,2022-03-20,m,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,17.0,4.2,7.633,0.0,11.833,11.833
Rasuljon ABDURAKHIMOV,UZB,2022-03-20,m,2022 Cairo World Cup,qual,"Cairo, Egypt",PB,7.0,5.5,8.533,0.0,14.033,14.033
Rasuljon ABDURAKHIMOV,UZB,2022-03-20,m,2022 Cairo World Cup,final,"Cairo, Egypt",PB,5.0,5.8,8.3,0.0,14.1,14.100000000000001
Rasuljon ABDURAKHIMOV,UZB,2022-03-05,m,2022 Doha World Cup,qual,"Doha, Qatar",PB,17.0,5.1,6.733,0.0,11.833,11.832999999999998
Rasuljon ABDURAKHIMOV,UZB,,m,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,HB,5.0,4.9,8.3,0.0,13.2,13.200000000000001
