Rank,Athlete,Nation,D,E,ND,year,round,Total,medal
170,henry gonzalez vega,CRC,5.2,8.733,-0.3,2015,qual,13.63,0
170,heikki niva,FIN,4.4,9.333,-0.1,2015,qual,13.63,0
170,daniel corral,MEX,5.6,8.033,0.0,2015,qual,13.63,0
170,ferhat arican,TUR,5.6,8.033,0.0,2015,qual,13.63,0
170,wei yu chao,TPE,4.4,9.233,0.0,2015,qual,13.63,0
175,lukas kranzlmueller,AUT,5.2,8.5,-0.1,2015,qual,13.6,0
175,rene cournoyer,CAN,5.6,8.0,0.0,2015,qual,13.6,0
175,paata nozadze,GEO,4.4,9.2,0.0,2015,qual,13.6,0
175,andreas bretschneider,GER,5.6,8.0,0.0,2015,qual,13.6,0
179,oleg stepko,AZE,5.6,8.066,-0.1,2015,qual,13.56,0
179,nestor abad,ESP,5.6,8.266,-0.3,2015,qual,13.56,0
179,oskar kirmes,FIN,4.8,8.866,-0.1,2015,qual,13.56,0
179,levente vagner,HUN,4.4,9.166,0.0,2015,qual,13.56,0
179,nicola bartolini,ITA,5.6,8.066,-0.1,2015,qual,13.56,0
184,mohamed ahmed amr essam,EGY,4.4,9.133,0.0,2015,qual,13.53,0
184,hin jim man,HKG,6.0,7.833,-0.3,2015,qual,13.53,0
184,slavomir michnak,SVK,4.4,9.133,0.0,2015,qual,13.53,0
187,vasili mikhalitsyn,BLR,4.4,9.1,0.0,2015,qual,13.5,0
187,dmitrijs trefilovs,LAT,4.4,9.1,0.0,2015,qual,13.5,0
187,timothy tay kai cheng,SIN,4.4,9.1,0.0,2015,qual,13.5,0
187,michael trane,SWE,4.4,9.1,0.0,2015,qual,13.5,0
191,adam rzepa,POL,4.4,9.066,0.0,2015,qual,13.46,0
191,tiaan grobler,RSA,4.4,9.066,0.0,2015,qual,13.46,0
193,luis pizarro silva,PER,4.4,9.133,-0.1,2015,qual,13.43,0
193,ibrahim colak,TUR,4.4,9.033,0.0,2015,qual,13.43,0
195,adam babos,HUN,4.4,9.0,0.0,2015,qual,13.4,0
196,irodotos georgallas,CYP,4.4,8.966,0.0,2015,qual,13.36,0
196,gabriel gan zi jie,SIN,4.4,8.966,0.0,2015,qual,13.36,0
196,samuel piasecky,SVK,4.4,8.966,0.0,2015,qual,13.36,0
199,petar velickovic,SRB,4.4,8.933,0.0,2015,qual,13.33,0
200,petro pakhnyuk,AZE,5.6,8.0,-0.3,2015,qual,13.3,0
201,daniel radovesnicky,CZE,4.4,8.866,0.0,2015,qual,13.26,0
201,vid hidvegi,HUN,4.4,8.866,0.0,2015,qual,13.26,0
201,siddharth verma,IND,5.2,8.366,-0.3,2015,qual,13.26,0
201,devy dyson,NZL,4.4,8.866,0.0,2015,qual,13.26,0
205,bernardo da costa almeida,POR,4.4,8.933,-0.1,2015,qual,13.23,0
